bloque,implementacion,metodo,escenario,semilla,n_inicial,n_final_objetivo,k,repeticion,capacidad,crecimiento,restauracion_fuera_reloj,total_ns,ns_por_operacion,checksum
listas,ListaSimpleSinCola,pushFront,general,20260931,10,11,2000,1,-1,NA,true,113500,56.750,-4294967296000
listas,ListaSimpleSinCola,pushFront,general,20260931,10,11,2000,2,-1,NA,true,113300,56.650,-4294967296000
listas,ListaSimpleSinCola,pushFront,general,20260931,10,11,2000,3,-1,NA,true,108800,54.400,-4294967296000
listas,ListaSimpleSinCola,pushFront,general,20260931,10,11,2000,4,-1,NA,true,94600,47.300,-4294967296000
listas,ListaSimpleSinCola,pushFront,general,20260931,10,11,2000,5,-1,NA,true,120100,60.050,-4294967296000
listas,ListaSimpleSinCola,pushFront,general,20260931,10,11,2000,6,-1,NA,true,89700,44.850,-4294967296000
listas,ListaSimpleSinCola,pushFront,general,20260931,10,11,2000,7,-1,NA,true,118200,59.100,-4294967296000
listas,ListaSimpleSinCola,pushFront,general,20260931,10,11,2000,8,-1,NA,true,100200,50.100,-4294967296000
listas,ListaSimpleSinCola,pushFront,general,20260931,10,11,2000,9,-1,NA,true,90100,45.050,-4294967296000
listas,ListaSimpleSinCola,pushFront,general,20260931,10,11,2000,10,-1,NA,true,97800,48.900,-4294967296000
listas,ListaSimpleSinCola,popFront,general,20260931,10,9,2000,1,-1,NA,true,95400,47.700,2000
listas,ListaSimpleSinCola,popFront,general,20260931,10,9,2000,2,-1,NA,true,87500,43.750,2000
listas,ListaSimpleSinCola,popFront,general,20260931,10,9,2000,3,-1,NA,true,87700,43.850,2000
listas,ListaSimpleSinCola,popFront,general,20260931,10,9,2000,4,-1,NA,true,86700,43.350,2000
listas,ListaSimpleSinCola,popFront,general,20260931,10,9,2000,5,-1,NA,true,91100,45.550,2000
listas,ListaSimpleSinCola,popFront,general,20260931,10,9,2000,6,-1,NA,true,87500,43.750,2000
listas,ListaSimpleSinCola,popFront,general,20260931,10,9,2000,7,-1,NA,true,91100,45.550,2000
listas,ListaSimpleSinCola,popFront,general,20260931,10,9,2000,8,-1,NA,true,86600,43.300,2000
listas,ListaSimpleSinCola,popFront,general,20260931,10,9,2000,9,-1,NA,true,90000,45.000,2000
listas,ListaSimpleSinCola,popFront,general,20260931,10,9,2000,10,-1,NA,true,103700,51.850,2000
listas,ListaSimpleSinCola,topFront,general,20260931,10,10,2000,1,-1,NA,true,63700,31.850,2000
listas,ListaSimpleSinCola,topFront,general,20260931,10,10,2000,2,-1,NA,true,62700,31.350,2000
listas,ListaSimpleSinCola,topFront,general,20260931,10,10,2000,3,-1,NA,true,65500,32.750,2000
listas,ListaSimpleSinCola,topFront,general,20260931,10,10,2000,4,-1,NA,true,55900,27.950,2000
listas,ListaSimpleSinCola,topFront,general,20260931,10,10,2000,5,-1,NA,true,39500,19.750,2000
listas,ListaSimpleSinCola,topFront,general,20260931,10,10,2000,6,-1,NA,true,42000,21.000,2000
listas,ListaSimpleSinCola,topFront,general,20260931,10,10,2000,7,-1,NA,true,41600,20.800,2000
listas,ListaSimpleSinCola,topFront,general,20260931,10,10,2000,8,-1,NA,true,41600,20.800,2000
listas,ListaSimpleSinCola,topFront,general,20260931,10,10,2000,9,-1,NA,true,43400,21.700,2000
listas,ListaSimpleSinCola,topFront,general,20260931,10,10,2000,10,-1,NA,true,43900,21.950,2000
listas,ListaSimpleSinCola,size,no_vacia,20260931,10,10,2000,1,-1,NA,true,48800,24.400,20000
listas,ListaSimpleSinCola,size,no_vacia,20260931,10,10,2000,2,-1,NA,true,46400,23.200,20000
listas,ListaSimpleSinCola,size,no_vacia,20260931,10,10,2000,3,-1,NA,true,52000,26.000,20000
listas,ListaSimpleSinCola,size,no_vacia,20260931,10,10,2000,4,-1,NA,true,43700,21.850,20000
listas,ListaSimpleSinCola,size,no_vacia,20260931,10,10,2000,5,-1,NA,true,44800,22.400,20000
listas,ListaSimpleSinCola,size,no_vacia,20260931,10,10,2000,6,-1,NA,true,43600,21.800,20000
listas,ListaSimpleSinCola,size,no_vacia,20260931,10,10,2000,7,-1,NA,true,43800,21.900,20000
listas,ListaSimpleSinCola,size,no_vacia,20260931,10,10,2000,8,-1,NA,true,46300,23.150,20000
listas,ListaSimpleSinCola,size,no_vacia,20260931,10,10,2000,9,-1,NA,true,45700,22.850,20000
listas,ListaSimpleSinCola,size,no_vacia,20260931,10,10,2000,10,-1,NA,true,44100,22.050,20000
listas,ListaSimpleSinCola,isEmpty,no_vacia,20260931,10,10,2000,1,-1,NA,true,71300,35.650,0
listas,ListaSimpleSinCola,isEmpty,no_vacia,20260931,10,10,2000,2,-1,NA,true,55700,27.850,0
listas,ListaSimpleSinCola,isEmpty,no_vacia,20260931,10,10,2000,3,-1,NA,true,47200,23.600,0
listas,ListaSimpleSinCola,isEmpty,no_vacia,20260931,10,10,2000,4,-1,NA,true,47100,23.550,0
listas,ListaSimpleSinCola,isEmpty,no_vacia,20260931,10,10,2000,5,-1,NA,true,49700,24.850,0
listas,ListaSimpleSinCola,isEmpty,no_vacia,20260931,10,10,2000,6,-1,NA,true,48300,24.150,0
listas,ListaSimpleSinCola,isEmpty,no_vacia,20260931,10,10,2000,7,-1,NA,true,47300,23.650,0
listas,ListaSimpleSinCola,isEmpty,no_vacia,20260931,10,10,2000,8,-1,NA,true,46100,23.050,0
listas,ListaSimpleSinCola,isEmpty,no_vacia,20260931,10,10,2000,9,-1,NA,true,48200,24.100,0
listas,ListaSimpleSinCola,isEmpty,no_vacia,20260931,10,10,2000,10,-1,NA,true,46200,23.100,0
listas,ListaSimpleSinCola,pushBack,general,20260931,10,11,200,1,-1,NA,true,41200,206.000,-429496729600
listas,ListaSimpleSinCola,pushBack,general,20260931,10,11,200,2,-1,NA,true,47500,237.500,-429496729600
listas,ListaSimpleSinCola,pushBack,general,20260931,10,11,200,3,-1,NA,true,58400,292.000,-429496729600
listas,ListaSimpleSinCola,pushBack,general,20260931,10,11,200,4,-1,NA,true,31100,155.500,-429496729600
listas,ListaSimpleSinCola,pushBack,general,20260931,10,11,200,5,-1,NA,true,20500,102.500,-429496729600
listas,ListaSimpleSinCola,pushBack,general,20260931,10,11,200,6,-1,NA,true,12000,60.000,-429496729600
listas,ListaSimpleSinCola,pushBack,general,20260931,10,11,200,7,-1,NA,true,17800,89.000,-429496729600
listas,ListaSimpleSinCola,pushBack,general,20260931,10,11,200,8,-1,NA,true,16900,84.500,-429496729600
listas,ListaSimpleSinCola,pushBack,general,20260931,10,11,200,9,-1,NA,true,14200,71.000,-429496729600
listas,ListaSimpleSinCola,pushBack,general,20260931,10,11,200,10,-1,NA,true,20700,103.500,-429496729600
listas,ListaSimpleSinCola,popBack,general,20260931,10,9,200,1,-1,NA,true,10600,53.000,1000
listas,ListaSimpleSinCola,popBack,general,20260931,10,9,200,2,-1,NA,true,11600,58.000,1000
listas,ListaSimpleSinCola,popBack,general,20260931,10,9,200,3,-1,NA,true,11700,58.500,1000
listas,ListaSimpleSinCola,popBack,general,20260931,10,9,200,4,-1,NA,true,11400,57.000,1000
listas,ListaSimpleSinCola,popBack,general,20260931,10,9,200,5,-1,NA,true,11200,56.000,1000
listas,ListaSimpleSinCola,popBack,general,20260931,10,9,200,6,-1,NA,true,10800,54.000,1000
listas,ListaSimpleSinCola,popBack,general,20260931,10,9,200,7,-1,NA,true,11700,58.500,1000
listas,ListaSimpleSinCola,popBack,general,20260931,10,9,200,8,-1,NA,true,11200,56.000,1000
listas,ListaSimpleSinCola,popBack,general,20260931,10,9,200,9,-1,NA,true,13100,65.500,1000
listas,ListaSimpleSinCola,popBack,general,20260931,10,9,200,10,-1,NA,true,12100,60.500,1000
listas,ListaSimpleSinCola,topBack,general,20260931,10,10,200,1,-1,NA,true,27900,139.500,1000
listas,ListaSimpleSinCola,topBack,general,20260931,10,10,200,2,-1,NA,true,8000,40.000,1000
listas,ListaSimpleSinCola,topBack,general,20260931,10,10,200,3,-1,NA,true,6000,30.000,1000
listas,ListaSimpleSinCola,topBack,general,20260931,10,10,200,4,-1,NA,true,6100,30.500,1000
listas,ListaSimpleSinCola,topBack,general,20260931,10,10,200,5,-1,NA,true,6100,30.500,1000
listas,ListaSimpleSinCola,topBack,general,20260931,10,10,200,6,-1,NA,true,6700,33.500,1000
listas,ListaSimpleSinCola,topBack,general,20260931,10,10,200,7,-1,NA,true,6600,33.000,1000
listas,ListaSimpleSinCola,topBack,general,20260931,10,10,200,8,-1,NA,true,6200,31.000,1000
listas,ListaSimpleSinCola,topBack,general,20260931,10,10,200,9,-1,NA,true,6200,31.000,1000
listas,ListaSimpleSinCola,topBack,general,20260931,10,10,200,10,-1,NA,true,6200,31.000,1000
listas,ListaSimpleSinCola,find,inicio,20260931,10,10,200,1,-1,NA,true,14800,74.000,265109445400
listas,ListaSimpleSinCola,find,inicio,20260931,10,10,200,2,-1,NA,true,15100,75.500,196109356200
listas,ListaSimpleSinCola,find,inicio,20260931,10,10,200,3,-1,NA,true,9700,48.500,412295135800
listas,ListaSimpleSinCola,find,inicio,20260931,10,10,200,4,-1,NA,true,10500,52.500,28087013400
listas,ListaSimpleSinCola,find,inicio,20260931,10,10,200,5,-1,NA,true,9800,49.000,290099061800
listas,ListaSimpleSinCola,find,inicio,20260931,10,10,200,6,-1,NA,true,10000,50.000,334156403600
listas,ListaSimpleSinCola,find,inicio,20260931,10,10,200,7,-1,NA,true,9200,46.000,341275547200
listas,ListaSimpleSinCola,find,inicio,20260931,10,10,200,8,-1,NA,true,10100,50.500,93624205400
listas,ListaSimpleSinCola,find,inicio,20260931,10,10,200,9,-1,NA,true,10800,54.000,360818961400
listas,ListaSimpleSinCola,find,inicio,20260931,10,10,200,10,-1,NA,true,10100,50.500,190201467200
listas,ListaSimpleSinCola,find,medio,20260931,10,10,200,1,-1,NA,true,15100,75.500,197822008800
listas,ListaSimpleSinCola,find,medio,20260931,10,10,200,2,-1,NA,true,14600,73.000,84811706000
listas,ListaSimpleSinCola,find,medio,20260931,10,10,200,3,-1,NA,true,14800,74.000,64200209000
listas,ListaSimpleSinCola,find,medio,20260931,10,10,200,4,-1,NA,true,14900,74.500,158290488200
listas,ListaSimpleSinCola,find,medio,20260931,10,10,200,5,-1,NA,true,14800,74.000,166920070200
listas,ListaSimpleSinCola,find,medio,20260931,10,10,200,6,-1,NA,true,14700,73.500,94382004000
listas,ListaSimpleSinCola,find,medio,20260931,10,10,200,7,-1,NA,true,20700,103.500,106377007000
listas,ListaSimpleSinCola,find,medio,20260931,10,10,200,8,-1,NA,true,20600,103.000,283696299000
listas,ListaSimpleSinCola,find,medio,20260931,10,10,200,9,-1,NA,true,12500,62.500,60712671200
listas,ListaSimpleSinCola,find,medio,20260931,10,10,200,10,-1,NA,true,13300,66.500,27144319400
listas,ListaSimpleSinCola,find,final,20260931,10,10,200,1,-1,NA,true,14200,71.000,341147207400
listas,ListaSimpleSinCola,find,final,20260931,10,10,200,2,-1,NA,true,13900,69.500,91131800400
listas,ListaSimpleSinCola,find,final,20260931,10,10,200,3,-1,NA,true,15800,79.000,50084202400
listas,ListaSimpleSinCola,find,final,20260931,10,10,200,4,-1,NA,true,14100,70.500,383063772600
listas,ListaSimpleSinCola,find,final,20260931,10,10,200,5,-1,NA,true,14600,73.000,256785776000
listas,ListaSimpleSinCola,find,final,20260931,10,10,200,6,-1,NA,true,13800,69.000,59106113400
listas,ListaSimpleSinCola,find,final,20260931,10,10,200,7,-1,NA,true,15300,76.500,400749817400
listas,ListaSimpleSinCola,find,final,20260931,10,10,200,8,-1,NA,true,13900,69.500,264823985400
listas,ListaSimpleSinCola,find,final,20260931,10,10,200,9,-1,NA,true,13900,69.500,198073710600
listas,ListaSimpleSinCola,find,final,20260931,10,10,200,10,-1,NA,true,15100,75.500,219395854000
listas,ListaSimpleSinCola,find,ausente,20260931,10,10,200,1,-1,NA,true,14200,71.000,200
listas,ListaSimpleSinCola,find,ausente,20260931,10,10,200,2,-1,NA,true,14100,70.500,200
listas,ListaSimpleSinCola,find,ausente,20260931,10,10,200,3,-1,NA,true,20900,104.500,200
listas,ListaSimpleSinCola,find,ausente,20260931,10,10,200,4,-1,NA,true,15600,78.000,200
listas,ListaSimpleSinCola,find,ausente,20260931,10,10,200,5,-1,NA,true,14300,71.500,200
listas,ListaSimpleSinCola,find,ausente,20260931,10,10,200,6,-1,NA,true,14100,70.500,200
listas,ListaSimpleSinCola,find,ausente,20260931,10,10,200,7,-1,NA,true,14700,73.500,200
listas,ListaSimpleSinCola,find,ausente,20260931,10,10,200,8,-1,NA,true,14500,72.500,200
listas,ListaSimpleSinCola,find,ausente,20260931,10,10,200,9,-1,NA,true,13900,69.500,200
listas,ListaSimpleSinCola,find,ausente,20260931,10,10,200,10,-1,NA,true,13900,69.500,200
listas,ListaSimpleSinCola,erase,inicio_nodo_prelocalizado,20260931,10,9,200,1,-1,NA,true,17300,86.500,200
listas,ListaSimpleSinCola,erase,inicio_nodo_prelocalizado,20260931,10,9,200,2,-1,NA,true,17200,86.000,200
listas,ListaSimpleSinCola,erase,inicio_nodo_prelocalizado,20260931,10,9,200,3,-1,NA,true,18700,93.500,200
listas,ListaSimpleSinCola,erase,inicio_nodo_prelocalizado,20260931,10,9,200,4,-1,NA,true,18200,91.000,200
listas,ListaSimpleSinCola,erase,inicio_nodo_prelocalizado,20260931,10,9,200,5,-1,NA,true,17500,87.500,200
listas,ListaSimpleSinCola,erase,inicio_nodo_prelocalizado,20260931,10,9,200,6,-1,NA,true,18700,93.500,200
listas,ListaSimpleSinCola,erase,inicio_nodo_prelocalizado,20260931,10,9,200,7,-1,NA,true,17500,87.500,200
listas,ListaSimpleSinCola,erase,inicio_nodo_prelocalizado,20260931,10,9,200,8,-1,NA,true,17000,85.000,200
listas,ListaSimpleSinCola,erase,inicio_nodo_prelocalizado,20260931,10,9,200,9,-1,NA,true,17000,85.000,200
listas,ListaSimpleSinCola,erase,inicio_nodo_prelocalizado,20260931,10,9,200,10,-1,NA,true,18100,90.500,200
listas,ListaSimpleSinCola,erase,medio_nodo_prelocalizado,20260931,10,9,200,1,-1,NA,true,24300,121.500,1200
listas,ListaSimpleSinCola,erase,medio_nodo_prelocalizado,20260931,10,9,200,2,-1,NA,true,24900,124.500,1200
listas,ListaSimpleSinCola,erase,medio_nodo_prelocalizado,20260931,10,9,200,3,-1,NA,true,24600,123.000,1200
listas,ListaSimpleSinCola,erase,medio_nodo_prelocalizado,20260931,10,9,200,4,-1,NA,true,25300,126.500,1200
listas,ListaSimpleSinCola,erase,medio_nodo_prelocalizado,20260931,10,9,200,5,-1,NA,true,26200,131.000,1200
listas,ListaSimpleSinCola,erase,medio_nodo_prelocalizado,20260931,10,9,200,6,-1,NA,true,24500,122.500,1200
listas,ListaSimpleSinCola,erase,medio_nodo_prelocalizado,20260931,10,9,200,7,-1,NA,true,24600,123.000,1200
listas,ListaSimpleSinCola,erase,medio_nodo_prelocalizado,20260931,10,9,200,8,-1,NA,true,25800,129.000,1200
listas,ListaSimpleSinCola,erase,medio_nodo_prelocalizado,20260931,10,9,200,9,-1,NA,true,24500,122.500,1200
listas,ListaSimpleSinCola,erase,medio_nodo_prelocalizado,20260931,10,9,200,10,-1,NA,true,27200,136.000,1200
listas,ListaSimpleSinCola,erase,final_nodo_prelocalizado,20260931,10,9,200,1,-1,NA,true,10300,51.500,1000
listas,ListaSimpleSinCola,erase,final_nodo_prelocalizado,20260931,10,9,200,2,-1,NA,true,10100,50.500,1000
listas,ListaSimpleSinCola,erase,final_nodo_prelocalizado,20260931,10,9,200,3,-1,NA,true,9900,49.500,1000
listas,ListaSimpleSinCola,erase,final_nodo_prelocalizado,20260931,10,9,200,4,-1,NA,true,11600,58.000,1000
listas,ListaSimpleSinCola,erase,final_nodo_prelocalizado,20260931,10,9,200,5,-1,NA,true,9700,48.500,1000
listas,ListaSimpleSinCola,erase,final_nodo_prelocalizado,20260931,10,9,200,6,-1,NA,true,10700,53.500,1000
listas,ListaSimpleSinCola,erase,final_nodo_prelocalizado,20260931,10,9,200,7,-1,NA,true,122100,610.500,1000
listas,ListaSimpleSinCola,erase,final_nodo_prelocalizado,20260931,10,9,200,8,-1,NA,true,13900,69.500,1000
listas,ListaSimpleSinCola,erase,final_nodo_prelocalizado,20260931,10,9,200,9,-1,NA,true,12900,64.500,1000
listas,ListaSimpleSinCola,erase,final_nodo_prelocalizado,20260931,10,9,200,10,-1,NA,true,12500,62.500,1000
listas,ListaSimpleSinCola,addBefore,inicio_nodo_prelocalizado,20260931,10,11,200,1,-1,NA,true,19800,99.000,2200
listas,ListaSimpleSinCola,addBefore,inicio_nodo_prelocalizado,20260931,10,11,200,2,-1,NA,true,23700,118.500,2200
listas,ListaSimpleSinCola,addBefore,inicio_nodo_prelocalizado,20260931,10,11,200,3,-1,NA,true,21100,105.500,2200
listas,ListaSimpleSinCola,addBefore,inicio_nodo_prelocalizado,20260931,10,11,200,4,-1,NA,true,19500,97.500,2200
listas,ListaSimpleSinCola,addBefore,inicio_nodo_prelocalizado,20260931,10,11,200,5,-1,NA,true,23400,117.000,2200
listas,ListaSimpleSinCola,addBefore,inicio_nodo_prelocalizado,20260931,10,11,200,6,-1,NA,true,10300,51.500,2200
listas,ListaSimpleSinCola,addBefore,inicio_nodo_prelocalizado,20260931,10,11,200,7,-1,NA,true,10100,50.500,2200
listas,ListaSimpleSinCola,addBefore,inicio_nodo_prelocalizado,20260931,10,11,200,8,-1,NA,true,10400,52.000,2200
listas,ListaSimpleSinCola,addBefore,inicio_nodo_prelocalizado,20260931,10,11,200,9,-1,NA,true,10300,51.500,2200
listas,ListaSimpleSinCola,addBefore,inicio_nodo_prelocalizado,20260931,10,11,200,10,-1,NA,true,10700,53.500,2200
listas,ListaSimpleSinCola,addBefore,medio_nodo_prelocalizado,20260931,10,11,200,1,-1,NA,true,11500,57.500,2200
listas,ListaSimpleSinCola,addBefore,medio_nodo_prelocalizado,20260931,10,11,200,2,-1,NA,true,11400,57.000,2200
listas,ListaSimpleSinCola,addBefore,medio_nodo_prelocalizado,20260931,10,11,200,3,-1,NA,true,12300,61.500,2200
listas,ListaSimpleSinCola,addBefore,medio_nodo_prelocalizado,20260931,10,11,200,4,-1,NA,true,11800,59.000,2200
listas,ListaSimpleSinCola,addBefore,medio_nodo_prelocalizado,20260931,10,11,200,5,-1,NA,true,12700,63.500,2200
listas,ListaSimpleSinCola,addBefore,medio_nodo_prelocalizado,20260931,10,11,200,6,-1,NA,true,12600,63.000,2200
listas,ListaSimpleSinCola,addBefore,medio_nodo_prelocalizado,20260931,10,11,200,7,-1,NA,true,14600,73.000,2200
listas,ListaSimpleSinCola,addBefore,medio_nodo_prelocalizado,20260931,10,11,200,8,-1,NA,true,11200,56.000,2200
listas,ListaSimpleSinCola,addBefore,medio_nodo_prelocalizado,20260931,10,11,200,9,-1,NA,true,15700,78.500,2200
listas,ListaSimpleSinCola,addBefore,medio_nodo_prelocalizado,20260931,10,11,200,10,-1,NA,true,11700,58.500,2200
listas,ListaSimpleSinCola,addBefore,final_nodo_prelocalizado,20260931,10,11,200,1,-1,NA,true,12100,60.500,2200
listas,ListaSimpleSinCola,addBefore,final_nodo_prelocalizado,20260931,10,11,200,2,-1,NA,true,12900,64.500,2200
listas,ListaSimpleSinCola,addBefore,final_nodo_prelocalizado,20260931,10,11,200,3,-1,NA,true,15500,77.500,2200
listas,ListaSimpleSinCola,addBefore,final_nodo_prelocalizado,20260931,10,11,200,4,-1,NA,true,12800,64.000,2200
listas,ListaSimpleSinCola,addBefore,final_nodo_prelocalizado,20260931,10,11,200,5,-1,NA,true,12500,62.500,2200
listas,ListaSimpleSinCola,addBefore,final_nodo_prelocalizado,20260931,10,11,200,6,-1,NA,true,12000,60.000,2200
listas,ListaSimpleSinCola,addBefore,final_nodo_prelocalizado,20260931,10,11,200,7,-1,NA,true,12600,63.000,2200
listas,ListaSimpleSinCola,addBefore,final_nodo_prelocalizado,20260931,10,11,200,8,-1,NA,true,20900,104.500,2200
listas,ListaSimpleSinCola,addBefore,final_nodo_prelocalizado,20260931,10,11,200,9,-1,NA,true,13700,68.500,2200
listas,ListaSimpleSinCola,addBefore,final_nodo_prelocalizado,20260931,10,11,200,10,-1,NA,true,12700,63.500,2200
listas,ListaSimpleSinCola,addAfter,inicio_nodo_prelocalizado,20260931,10,11,200,1,-1,NA,true,11200,56.000,2200
listas,ListaSimpleSinCola,addAfter,inicio_nodo_prelocalizado,20260931,10,11,200,2,-1,NA,true,11600,58.000,2200
listas,ListaSimpleSinCola,addAfter,inicio_nodo_prelocalizado,20260931,10,11,200,3,-1,NA,true,10000,50.000,2200
listas,ListaSimpleSinCola,addAfter,inicio_nodo_prelocalizado,20260931,10,11,200,4,-1,NA,true,10300,51.500,2200
listas,ListaSimpleSinCola,addAfter,inicio_nodo_prelocalizado,20260931,10,11,200,5,-1,NA,true,14500,72.500,2200
listas,ListaSimpleSinCola,addAfter,inicio_nodo_prelocalizado,20260931,10,11,200,6,-1,NA,true,12900,64.500,2200
listas,ListaSimpleSinCola,addAfter,inicio_nodo_prelocalizado,20260931,10,11,200,7,-1,NA,true,10500,52.500,2200
listas,ListaSimpleSinCola,addAfter,inicio_nodo_prelocalizado,20260931,10,11,200,8,-1,NA,true,10400,52.000,2200
listas,ListaSimpleSinCola,addAfter,inicio_nodo_prelocalizado,20260931,10,11,200,9,-1,NA,true,11000,55.000,2200
listas,ListaSimpleSinCola,addAfter,inicio_nodo_prelocalizado,20260931,10,11,200,10,-1,NA,true,10400,52.000,2200
listas,ListaSimpleSinCola,addAfter,medio_nodo_prelocalizado,20260931,10,11,200,1,-1,NA,true,11300,56.500,2200
listas,ListaSimpleSinCola,addAfter,medio_nodo_prelocalizado,20260931,10,11,200,2,-1,NA,true,14600,73.000,2200
listas,ListaSimpleSinCola,addAfter,medio_nodo_prelocalizado,20260931,10,11,200,3,-1,NA,true,10000,50.000,2200
listas,ListaSimpleSinCola,addAfter,medio_nodo_prelocalizado,20260931,10,11,200,4,-1,NA,true,11000,55.000,2200
listas,ListaSimpleSinCola,addAfter,medio_nodo_prelocalizado,20260931,10,11,200,5,-1,NA,true,10600,53.000,2200
listas,ListaSimpleSinCola,addAfter,medio_nodo_prelocalizado,20260931,10,11,200,6,-1,NA,true,10500,52.500,2200
listas,ListaSimpleSinCola,addAfter,medio_nodo_prelocalizado,20260931,10,11,200,7,-1,NA,true,13600,68.000,2200
listas,ListaSimpleSinCola,addAfter,medio_nodo_prelocalizado,20260931,10,11,200,8,-1,NA,true,10500,52.500,2200
listas,ListaSimpleSinCola,addAfter,medio_nodo_prelocalizado,20260931,10,11,200,9,-1,NA,true,10700,53.500,2200
listas,ListaSimpleSinCola,addAfter,medio_nodo_prelocalizado,20260931,10,11,200,10,-1,NA,true,10000,50.000,2200
listas,ListaSimpleSinCola,addAfter,final_nodo_prelocalizado,20260931,10,11,200,1,-1,NA,true,9900,49.500,2200
listas,ListaSimpleSinCola,addAfter,final_nodo_prelocalizado,20260931,10,11,200,2,-1,NA,true,9800,49.000,2200
listas,ListaSimpleSinCola,addAfter,final_nodo_prelocalizado,20260931,10,11,200,3,-1,NA,true,13000,65.000,2200
listas,ListaSimpleSinCola,addAfter,final_nodo_prelocalizado,20260931,10,11,200,4,-1,NA,true,10300,51.500,2200
listas,ListaSimpleSinCola,addAfter,final_nodo_prelocalizado,20260931,10,11,200,5,-1,NA,true,10200,51.000,2200
listas,ListaSimpleSinCola,addAfter,final_nodo_prelocalizado,20260931,10,11,200,6,-1,NA,true,10400,52.000,2200
listas,ListaSimpleSinCola,addAfter,final_nodo_prelocalizado,20260931,10,11,200,7,-1,NA,true,10000,50.000,2200
listas,ListaSimpleSinCola,addAfter,final_nodo_prelocalizado,20260931,10,11,200,8,-1,NA,true,10100,50.500,2200
listas,ListaSimpleSinCola,addAfter,final_nodo_prelocalizado,20260931,10,11,200,9,-1,NA,true,10000,50.000,2200
listas,ListaSimpleSinCola,addAfter,final_nodo_prelocalizado,20260931,10,11,200,10,-1,NA,true,11300,56.500,2200
listas,ListaSimpleConCola,pushFront,general,20260931,10,11,2000,1,-1,NA,true,108700,54.350,-4294967296000
listas,ListaSimpleConCola,pushFront,general,20260931,10,11,2000,2,-1,NA,true,105700,52.850,-4294967296000
listas,ListaSimpleConCola,pushFront,general,20260931,10,11,2000,3,-1,NA,true,99700,49.850,-4294967296000
listas,ListaSimpleConCola,pushFront,general,20260931,10,11,2000,4,-1,NA,true,100400,50.200,-4294967296000
listas,ListaSimpleConCola,pushFront,general,20260931,10,11,2000,5,-1,NA,true,97300,48.650,-4294967296000
listas,ListaSimpleConCola,pushFront,general,20260931,10,11,2000,6,-1,NA,true,90000,45.000,-4294967296000
listas,ListaSimpleConCola,pushFront,general,20260931,10,11,2000,7,-1,NA,true,94400,47.200,-4294967296000
listas,ListaSimpleConCola,pushFront,general,20260931,10,11,2000,8,-1,NA,true,89500,44.750,-4294967296000
listas,ListaSimpleConCola,pushFront,general,20260931,10,11,2000,9,-1,NA,true,95900,47.950,-4294967296000
listas,ListaSimpleConCola,pushFront,general,20260931,10,11,2000,10,-1,NA,true,103000,51.500,-4294967296000
listas,ListaSimpleConCola,popFront,general,20260931,10,9,2000,1,-1,NA,true,85400,42.700,2000
listas,ListaSimpleConCola,popFront,general,20260931,10,9,2000,2,-1,NA,true,87300,43.650,2000
listas,ListaSimpleConCola,popFront,general,20260931,10,9,2000,3,-1,NA,true,88700,44.350,2000
listas,ListaSimpleConCola,popFront,general,20260931,10,9,2000,4,-1,NA,true,89200,44.600,2000
listas,ListaSimpleConCola,popFront,general,20260931,10,9,2000,5,-1,NA,true,86200,43.100,2000
listas,ListaSimpleConCola,popFront,general,20260931,10,9,2000,6,-1,NA,true,88300,44.150,2000
listas,ListaSimpleConCola,popFront,general,20260931,10,9,2000,7,-1,NA,true,87500,43.750,2000
listas,ListaSimpleConCola,popFront,general,20260931,10,9,2000,8,-1,NA,true,88400,44.200,2000
listas,ListaSimpleConCola,popFront,general,20260931,10,9,2000,9,-1,NA,true,93400,46.700,2000
listas,ListaSimpleConCola,popFront,general,20260931,10,9,2000,10,-1,NA,true,93800,46.900,2000
listas,ListaSimpleConCola,topFront,general,20260931,10,10,2000,1,-1,NA,true,62400,31.200,2000
listas,ListaSimpleConCola,topFront,general,20260931,10,10,2000,2,-1,NA,true,63300,31.650,2000
listas,ListaSimpleConCola,topFront,general,20260931,10,10,2000,3,-1,NA,true,62600,31.300,2000
listas,ListaSimpleConCola,topFront,general,20260931,10,10,2000,4,-1,NA,true,63200,31.600,2000
listas,ListaSimpleConCola,topFront,general,20260931,10,10,2000,5,-1,NA,true,62500,31.250,2000
listas,ListaSimpleConCola,topFront,general,20260931,10,10,2000,6,-1,NA,true,50400,25.200,2000
listas,ListaSimpleConCola,topFront,general,20260931,10,10,2000,7,-1,NA,true,40200,20.100,2000
listas,ListaSimpleConCola,topFront,general,20260931,10,10,2000,8,-1,NA,true,40000,20.000,2000
listas,ListaSimpleConCola,topFront,general,20260931,10,10,2000,9,-1,NA,true,40300,20.150,2000
listas,ListaSimpleConCola,topFront,general,20260931,10,10,2000,10,-1,NA,true,39800,19.900,2000
listas,ListaSimpleConCola,size,no_vacia,20260931,10,10,2000,1,-1,NA,true,42400,21.200,20000
listas,ListaSimpleConCola,size,no_vacia,20260931,10,10,2000,2,-1,NA,true,50300,25.150,20000
listas,ListaSimpleConCola,size,no_vacia,20260931,10,10,2000,3,-1,NA,true,45900,22.950,20000
listas,ListaSimpleConCola,size,no_vacia,20260931,10,10,2000,4,-1,NA,true,45200,22.600,20000
listas,ListaSimpleConCola,size,no_vacia,20260931,10,10,2000,5,-1,NA,true,42600,21.300,20000
