bloque,implementacion,metodo,escenario,semilla,n_inicial,n_final,k,repeticion,capacidad_antes,capacidad_despues,crecimiento,total_ns,ns_por_operacion,checksum
colas,ColaArreglo,size,no_vacia,20261922,1000,1000,50000,6,1001,1001,false,800,0.016,50000000
colas,ColaArreglo,size,no_vacia,20261922,1000,1000,50000,7,1001,1001,false,800,0.016,50000000
colas,ColaArreglo,size,no_vacia,20261922,1000,1000,50000,8,1001,1001,false,800,0.016,50000000
colas,ColaArreglo,size,no_vacia,20261922,1000,1000,50000,9,1001,1001,false,800,0.016,50000000
colas,ColaArreglo,size,no_vacia,20261922,1000,1000,50000,10,1001,1001,false,800,0.016,50000000
colas,ColaArreglo,isEmpty,no_vacia,20261922,1000,1000,50000,1,1001,1001,false,0,0.000,0
colas,ColaArreglo,isEmpty,no_vacia,20261922,1000,1000,50000,2,1001,1001,false,0,0.000,0
colas,ColaArreglo,isEmpty,no_vacia,20261922,1000,1000,50000,3,1001,1001,false,0,0.000,0
colas,ColaArreglo,isEmpty,no_vacia,20261922,1000,1000,50000,4,1001,1001,false,100,0.002,0
colas,ColaArreglo,isEmpty,no_vacia,20261922,1000,1000,50000,5,1001,1001,false,100,0.002,0
colas,ColaArreglo,isEmpty,no_vacia,20261922,1000,1000,50000,6,1001,1001,false,100,0.002,0
colas,ColaArreglo,isEmpty,no_vacia,20261922,1000,1000,50000,7,1001,1001,false,100,0.002,0
colas,ColaArreglo,isEmpty,no_vacia,20261922,1000,1000,50000,8,1001,1001,false,0,0.000,0
colas,ColaArreglo,isEmpty,no_vacia,20261922,1000,1000,50000,9,1001,1001,false,0,0.000,0
colas,ColaArreglo,isEmpty,no_vacia,20261922,1000,1000,50000,10,1001,1001,false,100,0.002,0
colas,ColaArreglo,delete,frente,20261922,1000,999,200,1,1000,1000,false,596400,2982.000,200
colas,ColaArreglo,delete,frente,20261922,1000,999,200,2,1000,1000,false,594100,2970.500,200
colas,ColaArreglo,delete,frente,20261922,1000,999,200,3,1000,1000,false,596000,2980.000,200
colas,ColaArreglo,delete,frente,20261922,1000,999,200,4,1000,1000,false,590400,2952.000,200
colas,ColaArreglo,delete,frente,20261922,1000,999,200,5,1000,1000,false,596700,2983.500,200
colas,ColaArreglo,delete,frente,20261922,1000,999,200,6,1000,1000,false,611700,3058.500,200
colas,ColaArreglo,delete,frente,20261922,1000,999,200,7,1000,1000,false,617000,3085.000,200
colas,ColaArreglo,delete,frente,20261922,1000,999,200,8,1000,1000,false,591900,2959.500,200
colas,ColaArreglo,delete,frente,20261922,1000,999,200,9,1000,1000,false,594900,2974.500,200
colas,ColaArreglo,delete,frente,20261922,1000,999,200,10,1000,1000,false,603400,3017.000,200
colas,ColaArreglo,delete,medio,20261922,1000,999,200,1,1000,1000,false,429200,2146.000,200
colas,ColaArreglo,delete,medio,20261922,1000,999,200,2,1000,1000,false,441600,2208.000,200
colas,ColaArreglo,delete,medio,20261922,1000,999,200,3,1000,1000,false,458100,2290.500,200
colas,ColaArreglo,delete,medio,20261922,1000,999,200,4,1000,1000,false,438700,2193.500,200
colas,ColaArreglo,delete,medio,20261922,1000,999,200,5,1000,1000,false,428500,2142.500,200
colas,ColaArreglo,delete,medio,20261922,1000,999,200,6,1000,1000,false,434500,2172.500,200
colas,ColaArreglo,delete,medio,20261922,1000,999,200,7,1000,1000,false,434700,2173.500,200
colas,ColaArreglo,delete,medio,20261922,1000,999,200,8,1000,1000,false,437200,2186.000,200
colas,ColaArreglo,delete,medio,20261922,1000,999,200,9,1000,1000,false,433700,2168.500,200
colas,ColaArreglo,delete,medio,20261922,1000,999,200,10,1000,1000,false,448100,2240.500,200
colas,ColaArreglo,delete,final,20261922,1000,999,200,1,1000,1000,false,290100,1450.500,200
colas,ColaArreglo,delete,final,20261922,1000,999,200,2,1000,1000,false,302200,1511.000,200
colas,ColaArreglo,delete,final,20261922,1000,999,200,3,1000,1000,false,283800,1419.000,200
colas,ColaArreglo,delete,final,20261922,1000,999,200,4,1000,1000,false,324400,1622.000,200
colas,ColaArreglo,delete,final,20261922,1000,999,200,5,1000,1000,false,280100,1400.500,200
colas,ColaArreglo,delete,final,20261922,1000,999,200,6,1000,1000,false,281500,1407.500,200
colas,ColaArreglo,delete,final,20261922,1000,999,200,7,1000,1000,false,292200,1461.000,200
colas,ColaArreglo,delete,final,20261922,1000,999,200,8,1000,1000,false,276900,1384.500,200
colas,ColaArreglo,delete,final,20261922,1000,999,200,9,1000,1000,false,309700,1548.500,200
colas,ColaArreglo,delete,final,20261922,1000,999,200,10,1000,1000,false,370600,1853.000,200
colas,ColaArreglo,delete,ausente,20261922,1000,1000,200,1,1000,1000,false,278600,1393.000,0
colas,ColaArreglo,delete,ausente,20261922,1000,1000,200,2,1000,1000,false,298900,1494.500,0
colas,ColaArreglo,delete,ausente,20261922,1000,1000,200,3,1000,1000,false,283600,1418.000,0
colas,ColaArreglo,delete,ausente,20261922,1000,1000,200,4,1000,1000,false,319200,1596.000,0
colas,ColaArreglo,delete,ausente,20261922,1000,1000,200,5,1000,1000,false,301600,1508.000,0
colas,ColaArreglo,delete,ausente,20261922,1000,1000,200,6,1000,1000,false,272000,1360.000,0
colas,ColaArreglo,delete,ausente,20261922,1000,1000,200,7,1000,1000,false,287400,1437.000,0
colas,ColaArreglo,delete,ausente,20261922,1000,1000,200,8,1000,1000,false,275200,1376.000,0
colas,ColaArreglo,delete,ausente,20261922,1000,1000,200,9,1000,1000,false,319800,1599.000,0
colas,ColaArreglo,delete,ausente,20261922,1000,1000,200,10,1000,1000,false,304000,1520.000,0
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261922,1000,1001,200,1,-1,-1,NA,7800,39.000,200200
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261922,1000,1001,200,2,-1,-1,NA,8600,43.000,200200
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261922,1000,1001,200,3,-1,-1,NA,12800,64.000,200200
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261922,1000,1001,200,4,-1,-1,NA,8000,40.000,200200
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261922,1000,1001,200,5,-1,-1,NA,7800,39.000,200200
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261922,1000,1001,200,6,-1,-1,NA,8900,44.500,200200
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261922,1000,1001,200,7,-1,-1,NA,18000,90.000,200200
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261922,1000,1001,200,8,-1,-1,NA,8800,44.000,200200
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261922,1000,1001,200,9,-1,-1,NA,7900,39.500,200200
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261922,1000,1001,200,10,-1,-1,NA,8300,41.500,200200
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261922,0,1000,1000,1,-1,-1,NA,35400,35.400,1157
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261922,0,1000,1000,2,-1,-1,NA,35600,35.600,1157
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261922,0,1000,1000,3,-1,-1,NA,35000,35.000,1157
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261922,0,1000,1000,4,-1,-1,NA,42300,42.300,1157
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261922,0,1000,1000,5,-1,-1,NA,35000,35.000,1157
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261922,0,1000,1000,6,-1,-1,NA,34900,34.900,1157
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261922,0,1000,1000,7,-1,-1,NA,35100,35.100,1157
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261922,0,1000,1000,8,-1,-1,NA,35100,35.100,1157
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261922,0,1000,1000,9,-1,-1,NA,35200,35.200,1157
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261922,0,1000,1000,10,-1,-1,NA,35300,35.300,1157
colas,ColaEnlazada,dequeue,general,20261922,1000,999,200,1,-1,-1,false,3400,17.000,31400
colas,ColaEnlazada,dequeue,general,20261922,1000,999,200,2,-1,-1,false,3300,16.500,31400
colas,ColaEnlazada,dequeue,general,20261922,1000,999,200,3,-1,-1,false,4400,22.000,31400
colas,ColaEnlazada,dequeue,general,20261922,1000,999,200,4,-1,-1,false,5300,26.500,31400
colas,ColaEnlazada,dequeue,general,20261922,1000,999,200,5,-1,-1,false,4300,21.500,31400
colas,ColaEnlazada,dequeue,general,20261922,1000,999,200,6,-1,-1,false,2800,14.000,31400
colas,ColaEnlazada,dequeue,general,20261922,1000,999,200,7,-1,-1,false,2500,12.500,31400
colas,ColaEnlazada,dequeue,general,20261922,1000,999,200,8,-1,-1,false,2500,12.500,31400
colas,ColaEnlazada,dequeue,general,20261922,1000,999,200,9,-1,-1,false,2900,14.500,31400
colas,ColaEnlazada,dequeue,general,20261922,1000,999,200,10,-1,-1,false,3100,15.500,31400
colas,ColaEnlazada,front,general,20261922,1000,1000,50000,1,-1,-1,false,1000,0.020,7850000
colas,ColaEnlazada,front,general,20261922,1000,1000,50000,2,-1,-1,false,1200,0.024,7850000
colas,ColaEnlazada,front,general,20261922,1000,1000,50000,3,-1,-1,false,1300,0.026,7850000
colas,ColaEnlazada,front,general,20261922,1000,1000,50000,4,-1,-1,false,1200,0.024,7850000
colas,ColaEnlazada,front,general,20261922,1000,1000,50000,5,-1,-1,false,1300,0.026,7850000
colas,ColaEnlazada,front,general,20261922,1000,1000,50000,6,-1,-1,false,1200,0.024,7850000
colas,ColaEnlazada,front,general,20261922,1000,1000,50000,7,-1,-1,false,1000,0.020,7850000
colas,ColaEnlazada,front,general,20261922,1000,1000,50000,8,-1,-1,false,1200,0.024,7850000
colas,ColaEnlazada,front,general,20261922,1000,1000,50000,9,-1,-1,false,1000,0.020,7850000
colas,ColaEnlazada,front,general,20261922,1000,1000,50000,10,-1,-1,false,1300,0.026,7850000
colas,ColaEnlazada,size,no_vacia,20261922,1000,1000,50000,1,-1,-1,false,800,0.016,50000000
colas,ColaEnlazada,size,no_vacia,20261922,1000,1000,50000,2,-1,-1,false,700,0.014,50000000
colas,ColaEnlazada,size,no_vacia,20261922,1000,1000,50000,3,-1,-1,false,800,0.016,50000000
colas,ColaEnlazada,size,no_vacia,20261922,1000,1000,50000,4,-1,-1,false,700,0.014,50000000
colas,ColaEnlazada,size,no_vacia,20261922,1000,1000,50000,5,-1,-1,false,800,0.016,50000000
colas,ColaEnlazada,size,no_vacia,20261922,1000,1000,50000,6,-1,-1,false,700,0.014,50000000
colas,ColaEnlazada,size,no_vacia,20261922,1000,1000,50000,7,-1,-1,false,800,0.016,50000000
colas,ColaEnlazada,size,no_vacia,20261922,1000,1000,50000,8,-1,-1,false,800,0.016,50000000
colas,ColaEnlazada,size,no_vacia,20261922,1000,1000,50000,9,-1,-1,false,800,0.016,50000000
colas,ColaEnlazada,size,no_vacia,20261922,1000,1000,50000,10,-1,-1,false,800,0.016,50000000
colas,ColaEnlazada,isEmpty,no_vacia,20261922,1000,1000,50000,1,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261922,1000,1000,50000,2,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261922,1000,1000,50000,3,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261922,1000,1000,50000,4,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261922,1000,1000,50000,5,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261922,1000,1000,50000,6,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261922,1000,1000,50000,7,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261922,1000,1000,50000,8,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261922,1000,1000,50000,9,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261922,1000,1000,50000,10,-1,-1,false,0,0.000,0
colas,ColaEnlazada,delete,frente,20261922,1000,999,200,1,-1,-1,false,3400,17.000,200
colas,ColaEnlazada,delete,frente,20261922,1000,999,200,2,-1,-1,false,3300,16.500,200
colas,ColaEnlazada,delete,frente,20261922,1000,999,200,3,-1,-1,false,2700,13.500,200
colas,ColaEnlazada,delete,frente,20261922,1000,999,200,4,-1,-1,false,3900,19.500,200
colas,ColaEnlazada,delete,frente,20261922,1000,999,200,5,-1,-1,false,3300,16.500,200
colas,ColaEnlazada,delete,frente,20261922,1000,999,200,6,-1,-1,false,3000,15.000,200
colas,ColaEnlazada,delete,frente,20261922,1000,999,200,7,-1,-1,false,3700,18.500,200
colas,ColaEnlazada,delete,frente,20261922,1000,999,200,8,-1,-1,false,3200,16.000,200
colas,ColaEnlazada,delete,frente,20261922,1000,999,200,9,-1,-1,false,3200,16.000,200
colas,ColaEnlazada,delete,frente,20261922,1000,999,200,10,-1,-1,false,3800,19.000,200
colas,ColaEnlazada,delete,medio,20261922,1000,999,200,1,-1,-1,false,513300,2566.500,200
colas,ColaEnlazada,delete,medio,20261922,1000,999,200,2,-1,-1,false,449900,2249.500,200
colas,ColaEnlazada,delete,medio,20261922,1000,999,200,3,-1,-1,false,505500,2527.500,200
colas,ColaEnlazada,delete,medio,20261922,1000,999,200,4,-1,-1,false,580200,2901.000,200
colas,ColaEnlazada,delete,medio,20261922,1000,999,200,5,-1,-1,false,493000,2465.000,200
colas,ColaEnlazada,delete,medio,20261922,1000,999,200,6,-1,-1,false,405700,2028.500,200
colas,ColaEnlazada,delete,medio,20261922,1000,999,200,7,-1,-1,false,495500,2477.500,200
colas,ColaEnlazada,delete,medio,20261922,1000,999,200,8,-1,-1,false,461400,2307.000,200
colas,ColaEnlazada,delete,medio,20261922,1000,999,200,9,-1,-1,false,518600,2593.000,200
colas,ColaEnlazada,delete,medio,20261922,1000,999,200,10,-1,-1,false,525100,2625.500,200
colas,ColaEnlazada,delete,final,20261922,1000,999,200,1,-1,-1,false,558900,2794.500,200
colas,ColaEnlazada,delete,final,20261922,1000,999,200,2,-1,-1,false,563200,2816.000,200
colas,ColaEnlazada,delete,final,20261922,1000,999,200,3,-1,-1,false,538400,2692.000,200
colas,ColaEnlazada,delete,final,20261922,1000,999,200,4,-1,-1,false,513600,2568.000,200
colas,ColaEnlazada,delete,final,20261922,1000,999,200,5,-1,-1,false,533600,2668.000,200
colas,ColaEnlazada,delete,final,20261922,1000,999,200,6,-1,-1,false,525500,2627.500,200
colas,ColaEnlazada,delete,final,20261922,1000,999,200,7,-1,-1,false,582900,2914.500,200
colas,ColaEnlazada,delete,final,20261922,1000,999,200,8,-1,-1,false,524500,2622.500,200
colas,ColaEnlazada,delete,final,20261922,1000,999,200,9,-1,-1,false,540900,2704.500,200
colas,ColaEnlazada,delete,final,20261922,1000,999,200,10,-1,-1,false,515600,2578.000,200
colas,ColaEnlazada,delete,ausente,20261922,1000,1000,200,1,-1,-1,false,337700,1688.500,0
colas,ColaEnlazada,delete,ausente,20261922,1000,1000,200,2,-1,-1,false,334200,1671.000,0
colas,ColaEnlazada,delete,ausente,20261922,1000,1000,200,3,-1,-1,false,285300,1426.500,0
colas,ColaEnlazada,delete,ausente,20261922,1000,1000,200,4,-1,-1,false,288500,1442.500,0
colas,ColaEnlazada,delete,ausente,20261922,1000,1000,200,5,-1,-1,false,397900,1989.500,0
colas,ColaEnlazada,delete,ausente,20261922,1000,1000,200,6,-1,-1,false,362300,1811.500,0
colas,ColaEnlazada,delete,ausente,20261922,1000,1000,200,7,-1,-1,false,459900,2299.500,0
colas,ColaEnlazada,delete,ausente,20261922,1000,1000,200,8,-1,-1,false,370800,1854.000,0
colas,ColaEnlazada,delete,ausente,20261922,1000,1000,200,9,-1,-1,false,283600,1418.000,0
colas,ColaEnlazada,delete,ausente,20261922,1000,1000,200,10,-1,-1,false,264600,1323.000,0
pilas,PilaArreglo,push,sin_redimensionamiento,20270922,10000,10001,20,1,10001,10001,false,1000,50.000,-42949672960
pilas,PilaArreglo,push,sin_redimensionamiento,20270922,10000,10001,20,2,10001,10001,false,700,35.000,-42949672960
pilas,PilaArreglo,push,sin_redimensionamiento,20270922,10000,10001,20,3,10001,10001,false,600,30.000,-42949672960
pilas,PilaArreglo,push,sin_redimensionamiento,20270922,10000,10001,20,4,10001,10001,false,700,35.000,-42949672960
pilas,PilaArreglo,push,sin_redimensionamiento,20270922,10000,10001,20,5,10001,10001,false,700,35.000,-42949672960
pilas,PilaArreglo,push,sin_redimensionamiento,20270922,10000,10001,20,6,10001,10001,false,900,45.000,-42949672960
pilas,PilaArreglo,push,sin_redimensionamiento,20270922,10000,10001,20,7,10001,10001,false,800,40.000,-42949672960
pilas,PilaArreglo,push,sin_redimensionamiento,20270922,10000,10001,20,8,10001,10001,false,800,40.000,-42949672960
pilas,PilaArreglo,push,sin_redimensionamiento,20270922,10000,10001,20,9,10001,10001,false,600,30.000,-42949672960
pilas,PilaArreglo,push,sin_redimensionamiento,20270922,10000,10001,20,10,10001,10001,false,1100,55.000,-42949672960
pilas,PilaArreglo,push,crecimiento_forzado,20270922,10000,10001,20,1,10000,20000,true,248200,12410.000,-42949672960
pilas,PilaArreglo,push,crecimiento_forzado,20270922,10000,10001,20,2,10000,20000,true,300500,15025.000,-42949672960
pilas,PilaArreglo,push,crecimiento_forzado,20270922,10000,10001,20,3,10000,20000,true,302500,15125.000,-42949672960
pilas,PilaArreglo,push,crecimiento_forzado,20270922,10000,10001,20,4,10000,20000,true,288300,14415.000,-42949672960
pilas,PilaArreglo,push,crecimiento_forzado,20270922,10000,10001,20,5,10000,20000,true,286000,14300.000,-42949672960
pilas,PilaArreglo,push,crecimiento_forzado,20270922,10000,10001,20,6,10000,20000,true,280400,14020.000,-42949672960
pilas,PilaArreglo,push,crecimiento_forzado,20270922,10000,10001,20,7,10000,20000,true,271600,13580.000,-42949672960
pilas,PilaArreglo,push,crecimiento_forzado,20270922,10000,10001,20,8,10000,20000,true,267700,13385.000,-42949672960
pilas,PilaArreglo,push,crecimiento_forzado,20270922,10000,10001,20,9,10000,20000,true,269400,13470.000,-42949672960
pilas,PilaArreglo,push,crecimiento_forzado,20270922,10000,10001,20,10,10000,20000,true,264900,13245.000,-42949672960
pilas,PilaArreglo,push,secuencia_amortizada,20270922,0,10000,10000,1,4,16384,multiple,92800,9.280,19181
pilas,PilaArreglo,push,secuencia_amortizada,20270922,0,10000,10000,2,4,16384,multiple,102400,10.240,19181
pilas,PilaArreglo,push,secuencia_amortizada,20270922,0,10000,10000,3,4,16384,multiple,75500,7.550,19181
pilas,PilaArreglo,push,secuencia_amortizada,20270922,0,10000,10000,4,4,16384,multiple,90700,9.070,19181
pilas,PilaArreglo,push,secuencia_amortizada,20270922,0,10000,10000,5,4,16384,multiple,109300,10.930,19181
pilas,PilaArreglo,push,secuencia_amortizada,20270922,0,10000,10000,6,4,16384,multiple,71300,7.130,19181
pilas,PilaArreglo,push,secuencia_amortizada,20270922,0,10000,10000,7,4,16384,multiple,65600,6.560,19181
pilas,PilaArreglo,push,secuencia_amortizada,20270922,0,10000,10000,8,4,16384,multiple,68200,6.820,19181
pilas,PilaArreglo,push,secuencia_amortizada,20270922,0,10000,10000,9,4,16384,multiple,68300,6.830,19181
pilas,PilaArreglo,push,secuencia_amortizada,20270922,0,10000,10000,10,4,16384,multiple,64700,6.470,19181
pilas,PilaArreglo,pop,general,20270922,10000,9999,20,1,10000,10000,false,2300,115.000,183620
pilas,PilaArreglo,pop,general,20270922,10000,9999,20,2,10000,10000,false,1400,70.000,183620
pilas,PilaArreglo,pop,general,20270922,10000,9999,20,3,10000,10000,false,1500,75.000,183620
pilas,PilaArreglo,pop,general,20270922,10000,9999,20,4,10000,10000,false,1600,80.000,183620
pilas,PilaArreglo,pop,general,20270922,10000,9999,20,5,10000,10000,false,2300,115.000,183620
pilas,PilaArreglo,pop,general,20270922,10000,9999,20,6,10000,10000,false,1700,85.000,183620
pilas,PilaArreglo,pop,general,20270922,10000,9999,20,7,10000,10000,false,1600,80.000,183620
pilas,PilaArreglo,pop,general,20270922,10000,9999,20,8,10000,10000,false,1500,75.000,183620
pilas,PilaArreglo,pop,general,20270922,10000,9999,20,9,10000,10000,false,1700,85.000,183620
pilas,PilaArreglo,pop,general,20270922,10000,9999,20,10,10000,10000,false,1500,75.000,183620
pilas,PilaArreglo,peek,general,20270922,10000,10000,50000,1,10001,10001,false,800,0.016,459050000
pilas,PilaArreglo,peek,general,20270922,10000,10000,50000,2,10001,10001,false,800,0.016,459050000
pilas,PilaArreglo,peek,general,20270922,10000,10000,50000,3,10001,10001,false,700,0.014,459050000
pilas,PilaArreglo,peek,general,20270922,10000,10000,50000,4,10001,10001,false,800,0.016,459050000
pilas,PilaArreglo,peek,general,20270922,10000,10000,50000,5,10001,10001,false,800,0.016,459050000
pilas,PilaArreglo,peek,general,20270922,10000,10000,50000,6,10001,10001,false,700,0.014,459050000
pilas,PilaArreglo,peek,general,20270922,10000,10000,50000,7,10001,10001,false,700,0.014,459050000
pilas,PilaArreglo,peek,general,20270922,10000,10000,50000,8,10001,10001,false,800,0.016,459050000
pilas,PilaArreglo,peek,general,20270922,10000,10000,50000,9,10001,10001,false,800,0.016,459050000
pilas,PilaArreglo,peek,general,20270922,10000,10000,50000,10,10001,10001,false,800,0.016,459050000
pilas,PilaArreglo,size,no_vacia,20270922,10000,10000,50000,1,10001,10001,false,800,0.016,500000000
pilas,PilaArreglo,size,no_vacia,20270922,10000,10000,50000,2,10001,10001,false,800,0.016,500000000
pilas,PilaArreglo,size,no_vacia,20270922,10000,10000,50000,3,10001,10001,false,700,0.014,500000000
pilas,PilaArreglo,size,no_vacia,20270922,10000,10000,50000,4,10001,10001,false,700,0.014,500000000
pilas,PilaArreglo,size,no_vacia,20270922,10000,10000,50000,5,10001,10001,false,700,0.014,500000000
pilas,PilaArreglo,size,no_vacia,20270922,10000,10000,50000,6,10001,10001,false,900,0.018,500000000
pilas,PilaArreglo,size,no_vacia,20270922,10000,10000,50000,7,10001,10001,false,800,0.016,500000000
pilas,PilaArreglo,size,no_vacia,20270922,10000,10000,50000,8,10001,10001,false,700,0.014,500000000
pilas,PilaArreglo,size,no_vacia,20270922,10000,10000,50000,9,10001,10001,false,700,0.014,500000000
pilas,PilaArreglo,size,no_vacia,20270922,10000,10000,50000,10,10001,10001,false,700,0.014,500000000
pilas,PilaArreglo,isEmpty,no_vacia,20270922,10000,10000,50000,1,10001,10001,false,0,0.000,0
pilas,PilaArreglo,isEmpty,no_vacia,20270922,10000,10000,50000,2,10001,10001,false,100,0.002,0
pilas,PilaArreglo,isEmpty,no_vacia,20270922,10000,10000,50000,3,10001,10001,false,0,0.000,0
pilas,PilaArreglo,isEmpty,no_vacia,20270922,10000,10000,50000,4,10001,10001,false,0,0.000,0
pilas,PilaArreglo,isEmpty,no_vacia,20270922,10000,10000,50000,5,10001,10001,false,0,0.000,0
pilas,PilaArreglo,isEmpty,no_vacia,20270922,10000,10000,50000,6,10001,10001,false,0,0.000,0
pilas,PilaArreglo,isEmpty,no_vacia,20270922,10000,10000,50000,7,10001,10001,false,0,0.000,0
pilas,PilaArreglo,isEmpty,no_vacia,20270922,10000,10000,50000,8,10001,10001,false,0,0.000,0
pilas,PilaArreglo,isEmpty,no_vacia,20270922,10000,10000,50000,9,10001,10001,false,0,0.000,0
pilas,PilaArreglo,isEmpty,no_vacia,20270922,10000,10000,50000,10,10001,10001,false,0,0.000,0
pilas,PilaArreglo,delete,cima,20270922,10000,9999,20,1,10000,10000,false,1000,50.000,20
pilas,PilaArreglo,delete,cima,20270922,10000,9999,20,2,10000,10000,false,800,40.000,20
pilas,PilaArreglo,delete,cima,20270922,10000,9999,20,3,10000,10000,false,800,40.000,20
pilas,PilaArreglo,delete,cima,20270922,10000,9999,20,4,10000,10000,false,1000,50.000,20
pilas,PilaArreglo,delete,cima,20270922,10000,9999,20,5,10000,10000,false,900,45.000,20
pilas,PilaArreglo,delete,cima,20270922,10000,9999,20,6,10000,10000,false,800,40.000,20
pilas,PilaArreglo,delete,cima,20270922,10000,9999,20,7,10000,10000,false,1000,50.000,20
pilas,PilaArreglo,delete,cima,20270922,10000,9999,20,8,10000,10000,false,900,45.000,20
pilas,PilaArreglo,delete,cima,20270922,10000,9999,20,9,10000,10000,false,1000,50.000,20
pilas,PilaArreglo,delete,cima,20270922,10000,9999,20,10,10000,10000,false,800,40.000,20
pilas,PilaArreglo,delete,medio,20270922,10000,9999,20,1,10000,10000,false,156400,7820.000,20
pilas,PilaArreglo,delete,medio,20270922,10000,9999,20,2,10000,10000,false,151000,7550.000,20
pilas,PilaArreglo,delete,medio,20270922,10000,9999,20,3,10000,10000,false,153000,7650.000,20
pilas,PilaArreglo,delete,medio,20270922,10000,9999,20,4,10000,10000,false,130100,6505.000,20
pilas,PilaArreglo,delete,medio,20270922,10000,9999,20,5,10000,10000,false,153800,7690.000,20
pilas,PilaArreglo,delete,medio,20270922,10000,9999,20,6,10000,10000,false,148400,7420.000,20
pilas,PilaArreglo,delete,medio,20270922,10000,9999,20,7,10000,10000,false,159100,7955.000,20
pilas,PilaArreglo,delete,medio,20270922,10000,9999,20,8,10000,10000,false,237900,11895.000,20
pilas,PilaArreglo,delete,medio,20270922,10000,9999,20,9,10000,10000,false,161700,8085.000,20
pilas,PilaArreglo,delete,medio,20270922,10000,9999,20,10,10000,10000,false,197200,9860.000,20
pilas,PilaArreglo,delete,base,20270922,10000,9999,20,1,10000,10000,false,183300,9165.000,20
pilas,PilaArreglo,delete,base,20270922,10000,9999,20,2,10000,10000,false,190000,9500.000,20
pilas,PilaArreglo,delete,base,20270922,10000,9999,20,3,10000,10000,false,194800,9740.000,20
pilas,PilaArreglo,delete,base,20270922,10000,9999,20,4,10000,10000,false,210300,10515.000,20
pilas,PilaArreglo,delete,base,20270922,10000,9999,20,5,10000,10000,false,224100,11205.000,20
pilas,PilaArreglo,delete,base,20270922,10000,9999,20,6,10000,10000,false,201100,10055.000,20
pilas,PilaArreglo,delete,base,20270922,10000,9999,20,7,10000,10000,false,198200,9910.000,20
pilas,PilaArreglo,delete,base,20270922,10000,9999,20,8,10000,10000,false,204900,10245.000,20
pilas,PilaArreglo,delete,base,20270922,10000,9999,20,9,10000,10000,false,285300,14265.000,20
pilas,PilaArreglo,delete,base,20270922,10000,9999,20,10,10000,10000,false,199000,9950.000,20
pilas,PilaArreglo,delete,ausente,20270922,10000,10000,20,1,10000,10000,false,103000,5150.000,0
pilas,PilaArreglo,delete,ausente,20270922,10000,10000,20,2,10000,10000,false,173000,8650.000,0
pilas,PilaArreglo,delete,ausente,20270922,10000,10000,20,3,10000,10000,false,88300,4415.000,0
pilas,PilaArreglo,delete,ausente,20270922,10000,10000,20,4,10000,10000,false,94400,4720.000,0
pilas,PilaArreglo,delete,ausente,20270922,10000,10000,20,5,10000,10000,false,111600,5580.000,0
pilas,PilaArreglo,delete,ausente,20270922,10000,10000,20,6,10000,10000,false,107300,5365.000,0
pilas,PilaArreglo,delete,ausente,20270922,10000,10000,20,7,10000,10000,false,168900,8445.000,0
pilas,PilaArreglo,delete,ausente,20270922,10000,10000,20,8,10000,10000,false,101000,5050.000,0
pilas,PilaArreglo,delete,ausente,20270922,10000,10000,20,9,10000,10000,false,89700,4485.000,0
pilas,PilaArreglo,delete,ausente,20270922,10000,10000,20,10,10000,10000,false,96700,4835.000,0
pilas,PilaEnlazada,push,sin_redimensionamiento,20270922,10000,10001,20,1,-1,-1,NA,600,30.000,-42949672960
pilas,PilaEnlazada,push,sin_redimensionamiento,20270922,10000,10001,20,2,-1,-1,NA,600,30.000,-42949672960
