bloque,implementacion,metodo,escenario,semilla,n_inicial,n_final,k,repeticion,capacidad_antes,capacidad_despues,crecimiento,total_ns,ns_por_operacion,checksum
pilas,PilaEnlazada,push,sin_redimensionamiento,20261022,100,101,2000,7,-1,-1,NA,60400,30.200,-4294967296000
pilas,PilaEnlazada,push,sin_redimensionamiento,20261022,100,101,2000,8,-1,-1,NA,42300,21.150,-4294967296000
pilas,PilaEnlazada,push,sin_redimensionamiento,20261022,100,101,2000,9,-1,-1,NA,31800,15.900,-4294967296000
pilas,PilaEnlazada,push,sin_redimensionamiento,20261022,100,101,2000,10,-1,-1,NA,67600,33.800,-4294967296000
pilas,PilaEnlazada,push,secuencia_amortizada,20261022,0,100,100,1,-1,-1,NA,3300,33.000,111
pilas,PilaEnlazada,push,secuencia_amortizada,20261022,0,100,100,2,-1,-1,NA,3400,34.000,111
pilas,PilaEnlazada,push,secuencia_amortizada,20261022,0,100,100,3,-1,-1,NA,4300,43.000,111
pilas,PilaEnlazada,push,secuencia_amortizada,20261022,0,100,100,4,-1,-1,NA,4200,42.000,111
pilas,PilaEnlazada,push,secuencia_amortizada,20261022,0,100,100,5,-1,-1,NA,4100,41.000,111
pilas,PilaEnlazada,push,secuencia_amortizada,20261022,0,100,100,6,-1,-1,NA,4100,41.000,111
pilas,PilaEnlazada,push,secuencia_amortizada,20261022,0,100,100,7,-1,-1,NA,4100,41.000,111
pilas,PilaEnlazada,push,secuencia_amortizada,20261022,0,100,100,8,-1,-1,NA,3700,37.000,111
pilas,PilaEnlazada,push,secuencia_amortizada,20261022,0,100,100,9,-1,-1,NA,3300,33.000,111
pilas,PilaEnlazada,push,secuencia_amortizada,20261022,0,100,100,10,-1,-1,NA,3300,33.000,111
pilas,PilaEnlazada,pop,general,20261022,100,99,2000,1,-1,-1,false,42000,21.000,22000
pilas,PilaEnlazada,pop,general,20261022,100,99,2000,2,-1,-1,false,68900,34.450,22000
pilas,PilaEnlazada,pop,general,20261022,100,99,2000,3,-1,-1,false,24200,12.100,22000
pilas,PilaEnlazada,pop,general,20261022,100,99,2000,4,-1,-1,false,47300,23.650,22000
pilas,PilaEnlazada,pop,general,20261022,100,99,2000,5,-1,-1,false,17600,8.800,22000
pilas,PilaEnlazada,pop,general,20261022,100,99,2000,6,-1,-1,false,23400,11.700,22000
pilas,PilaEnlazada,pop,general,20261022,100,99,2000,7,-1,-1,false,17200,8.600,22000
pilas,PilaEnlazada,pop,general,20261022,100,99,2000,8,-1,-1,false,20000,10.000,22000
pilas,PilaEnlazada,pop,general,20261022,100,99,2000,9,-1,-1,false,27800,13.900,22000
pilas,PilaEnlazada,pop,general,20261022,100,99,2000,10,-1,-1,false,16600,8.300,22000
pilas,PilaEnlazada,peek,general,20261022,100,100,50000,1,-1,-1,false,35700,0.714,550000
pilas,PilaEnlazada,peek,general,20261022,100,100,50000,2,-1,-1,false,35500,0.710,550000
pilas,PilaEnlazada,peek,general,20261022,100,100,50000,3,-1,-1,false,35000,0.700,550000
pilas,PilaEnlazada,peek,general,20261022,100,100,50000,4,-1,-1,false,35500,0.710,550000
pilas,PilaEnlazada,peek,general,20261022,100,100,50000,5,-1,-1,false,35000,0.700,550000
pilas,PilaEnlazada,peek,general,20261022,100,100,50000,6,-1,-1,false,35300,0.706,550000
pilas,PilaEnlazada,peek,general,20261022,100,100,50000,7,-1,-1,false,36100,0.722,550000
pilas,PilaEnlazada,peek,general,20261022,100,100,50000,8,-1,-1,false,40300,0.806,550000
pilas,PilaEnlazada,peek,general,20261022,100,100,50000,9,-1,-1,false,35400,0.708,550000
pilas,PilaEnlazada,peek,general,20261022,100,100,50000,10,-1,-1,false,35800,0.716,550000
pilas,PilaEnlazada,size,no_vacia,20261022,100,100,50000,1,-1,-1,false,32000,0.640,5000000
pilas,PilaEnlazada,size,no_vacia,20261022,100,100,50000,2,-1,-1,false,30600,0.612,5000000
pilas,PilaEnlazada,size,no_vacia,20261022,100,100,50000,3,-1,-1,false,30400,0.608,5000000
pilas,PilaEnlazada,size,no_vacia,20261022,100,100,50000,4,-1,-1,false,32000,0.640,5000000
pilas,PilaEnlazada,size,no_vacia,20261022,100,100,50000,5,-1,-1,false,30500,0.610,5000000
pilas,PilaEnlazada,size,no_vacia,20261022,100,100,50000,6,-1,-1,false,30600,0.612,5000000
pilas,PilaEnlazada,size,no_vacia,20261022,100,100,50000,7,-1,-1,false,31000,0.620,5000000
pilas,PilaEnlazada,size,no_vacia,20261022,100,100,50000,8,-1,-1,false,30500,0.610,5000000
pilas,PilaEnlazada,size,no_vacia,20261022,100,100,50000,9,-1,-1,false,31400,0.628,5000000
pilas,PilaEnlazada,size,no_vacia,20261022,100,100,50000,10,-1,-1,false,30400,0.608,5000000
pilas,PilaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,1,-1,-1,false,100,0.002,0
pilas,PilaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,2,-1,-1,false,0,0.000,0
pilas,PilaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,3,-1,-1,false,100,0.002,0
pilas,PilaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,4,-1,-1,false,0,0.000,0
pilas,PilaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,5,-1,-1,false,0,0.000,0
pilas,PilaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,6,-1,-1,false,0,0.000,0
pilas,PilaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,7,-1,-1,false,0,0.000,0
pilas,PilaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,8,-1,-1,false,0,0.000,0
pilas,PilaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,9,-1,-1,false,100,0.002,0
pilas,PilaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,10,-1,-1,false,0,0.000,0
pilas,PilaEnlazada,delete,cima,20261022,100,99,2000,1,-1,-1,false,16900,8.450,2000
pilas,PilaEnlazada,delete,cima,20261022,100,99,2000,2,-1,-1,false,17700,8.850,2000
pilas,PilaEnlazada,delete,cima,20261022,100,99,2000,3,-1,-1,false,11700,5.850,2000
pilas,PilaEnlazada,delete,cima,20261022,100,99,2000,4,-1,-1,false,13600,6.800,2000
pilas,PilaEnlazada,delete,cima,20261022,100,99,2000,5,-1,-1,false,15500,7.750,2000
pilas,PilaEnlazada,delete,cima,20261022,100,99,2000,6,-1,-1,false,8400,4.200,2000
pilas,PilaEnlazada,delete,cima,20261022,100,99,2000,7,-1,-1,false,18100,9.050,2000
pilas,PilaEnlazada,delete,cima,20261022,100,99,2000,8,-1,-1,false,11100,5.550,2000
pilas,PilaEnlazada,delete,cima,20261022,100,99,2000,9,-1,-1,false,10400,5.200,2000
pilas,PilaEnlazada,delete,cima,20261022,100,99,2000,10,-1,-1,false,15800,7.900,2000
pilas,PilaEnlazada,delete,medio,20261022,100,99,2000,1,-1,-1,false,593200,296.600,2000
pilas,PilaEnlazada,delete,medio,20261022,100,99,2000,2,-1,-1,false,452900,226.450,2000
pilas,PilaEnlazada,delete,medio,20261022,100,99,2000,3,-1,-1,false,467700,233.850,2000
pilas,PilaEnlazada,delete,medio,20261022,100,99,2000,4,-1,-1,false,636700,318.350,2000
pilas,PilaEnlazada,delete,medio,20261022,100,99,2000,5,-1,-1,false,788800,394.400,2000
pilas,PilaEnlazada,delete,medio,20261022,100,99,2000,6,-1,-1,false,581800,290.900,2000
pilas,PilaEnlazada,delete,medio,20261022,100,99,2000,7,-1,-1,false,459400,229.700,2000
pilas,PilaEnlazada,delete,medio,20261022,100,99,2000,8,-1,-1,false,768200,384.100,2000
pilas,PilaEnlazada,delete,medio,20261022,100,99,2000,9,-1,-1,false,534900,267.450,2000
pilas,PilaEnlazada,delete,medio,20261022,100,99,2000,10,-1,-1,false,561400,280.700,2000
pilas,PilaEnlazada,delete,base,20261022,100,99,2000,1,-1,-1,false,985700,492.850,2000
pilas,PilaEnlazada,delete,base,20261022,100,99,2000,2,-1,-1,false,833200,416.600,2000
pilas,PilaEnlazada,delete,base,20261022,100,99,2000,3,-1,-1,false,803700,401.850,2000
pilas,PilaEnlazada,delete,base,20261022,100,99,2000,4,-1,-1,false,897200,448.600,2000
pilas,PilaEnlazada,delete,base,20261022,100,99,2000,5,-1,-1,false,888800,444.400,2000
pilas,PilaEnlazada,delete,base,20261022,100,99,2000,6,-1,-1,false,771800,385.900,2000
pilas,PilaEnlazada,delete,base,20261022,100,99,2000,7,-1,-1,false,856000,428.000,2000
pilas,PilaEnlazada,delete,base,20261022,100,99,2000,8,-1,-1,false,1002700,501.350,2000
pilas,PilaEnlazada,delete,base,20261022,100,99,2000,9,-1,-1,false,924000,462.000,2000
pilas,PilaEnlazada,delete,base,20261022,100,99,2000,10,-1,-1,false,893400,446.700,2000
pilas,PilaEnlazada,delete,ausente,20261022,100,100,2000,1,-1,-1,false,807400,403.700,0
pilas,PilaEnlazada,delete,ausente,20261022,100,100,2000,2,-1,-1,false,732900,366.450,0
pilas,PilaEnlazada,delete,ausente,20261022,100,100,2000,3,-1,-1,false,778100,389.050,0
pilas,PilaEnlazada,delete,ausente,20261022,100,100,2000,4,-1,-1,false,761200,380.600,0
pilas,PilaEnlazada,delete,ausente,20261022,100,100,2000,5,-1,-1,false,799600,399.800,0
pilas,PilaEnlazada,delete,ausente,20261022,100,100,2000,6,-1,-1,false,590600,295.300,0
pilas,PilaEnlazada,delete,ausente,20261022,100,100,2000,7,-1,-1,false,854800,427.400,0
pilas,PilaEnlazada,delete,ausente,20261022,100,100,2000,8,-1,-1,false,1288800,644.400,0
pilas,PilaEnlazada,delete,ausente,20261022,100,100,2000,9,-1,-1,false,659800,329.900,0
pilas,PilaEnlazada,delete,ausente,20261022,100,100,2000,10,-1,-1,false,663600,331.800,0
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261022,100,101,2000,1,-1,-1,NA,38800,19.400,202000
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261022,100,101,2000,2,-1,-1,NA,50800,25.400,202000
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261022,100,101,2000,3,-1,-1,NA,41500,20.750,202000
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261022,100,101,2000,4,-1,-1,NA,39400,19.700,202000
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261022,100,101,2000,5,-1,-1,NA,38300,19.150,202000
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261022,100,101,2000,6,-1,-1,NA,36000,18.000,202000
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261022,100,101,2000,7,-1,-1,NA,41300,20.650,202000
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261022,100,101,2000,8,-1,-1,NA,36700,18.350,202000
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261022,100,101,2000,9,-1,-1,NA,35400,17.700,202000
colas,ColaEnlazada,enqueue,sin_redimensionamiento,20261022,100,101,2000,10,-1,-1,NA,42100,21.050,202000
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261022,0,100,100,1,-1,-1,NA,3400,34.000,115
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261022,0,100,100,2,-1,-1,NA,3400,34.000,115
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261022,0,100,100,3,-1,-1,NA,3800,38.000,115
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261022,0,100,100,4,-1,-1,NA,3400,34.000,115
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261022,0,100,100,5,-1,-1,NA,3400,34.000,115
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261022,0,100,100,6,-1,-1,NA,3400,34.000,115
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261022,0,100,100,7,-1,-1,NA,3400,34.000,115
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261022,0,100,100,8,-1,-1,NA,3900,39.000,115
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261022,0,100,100,9,-1,-1,NA,3400,34.000,115
colas,ColaEnlazada,enqueue,secuencia_amortizada,20261022,0,100,100,10,-1,-1,NA,3400,34.000,115
colas,ColaEnlazada,dequeue,general,20261022,100,99,2000,1,-1,-1,false,35000,17.500,30000
colas,ColaEnlazada,dequeue,general,20261022,100,99,2000,2,-1,-1,false,37800,18.900,30000
colas,ColaEnlazada,dequeue,general,20261022,100,99,2000,3,-1,-1,false,35600,17.800,30000
colas,ColaEnlazada,dequeue,general,20261022,100,99,2000,4,-1,-1,false,47600,23.800,30000
colas,ColaEnlazada,dequeue,general,20261022,100,99,2000,5,-1,-1,false,102800,51.400,30000
colas,ColaEnlazada,dequeue,general,20261022,100,99,2000,6,-1,-1,false,47600,23.800,30000
colas,ColaEnlazada,dequeue,general,20261022,100,99,2000,7,-1,-1,false,51100,25.550,30000
colas,ColaEnlazada,dequeue,general,20261022,100,99,2000,8,-1,-1,false,51900,25.950,30000
colas,ColaEnlazada,dequeue,general,20261022,100,99,2000,9,-1,-1,false,20800,10.400,30000
colas,ColaEnlazada,dequeue,general,20261022,100,99,2000,10,-1,-1,false,11700,5.850,30000
colas,ColaEnlazada,front,general,20261022,100,100,50000,1,-1,-1,false,700,0.014,750000
colas,ColaEnlazada,front,general,20261022,100,100,50000,2,-1,-1,false,700,0.014,750000
colas,ColaEnlazada,front,general,20261022,100,100,50000,3,-1,-1,false,700,0.014,750000
colas,ColaEnlazada,front,general,20261022,100,100,50000,4,-1,-1,false,700,0.014,750000
colas,ColaEnlazada,front,general,20261022,100,100,50000,5,-1,-1,false,800,0.016,750000
colas,ColaEnlazada,front,general,20261022,100,100,50000,6,-1,-1,false,700,0.014,750000
colas,ColaEnlazada,front,general,20261022,100,100,50000,7,-1,-1,false,700,0.014,750000
colas,ColaEnlazada,front,general,20261022,100,100,50000,8,-1,-1,false,800,0.016,750000
colas,ColaEnlazada,front,general,20261022,100,100,50000,9,-1,-1,false,700,0.014,750000
colas,ColaEnlazada,front,general,20261022,100,100,50000,10,-1,-1,false,800,0.016,750000
colas,ColaEnlazada,size,no_vacia,20261022,100,100,50000,1,-1,-1,false,700,0.014,5000000
colas,ColaEnlazada,size,no_vacia,20261022,100,100,50000,2,-1,-1,false,700,0.014,5000000
colas,ColaEnlazada,size,no_vacia,20261022,100,100,50000,3,-1,-1,false,700,0.014,5000000
colas,ColaEnlazada,size,no_vacia,20261022,100,100,50000,4,-1,-1,false,700,0.014,5000000
colas,ColaEnlazada,size,no_vacia,20261022,100,100,50000,5,-1,-1,false,700,0.014,5000000
colas,ColaEnlazada,size,no_vacia,20261022,100,100,50000,6,-1,-1,false,700,0.014,5000000
colas,ColaEnlazada,size,no_vacia,20261022,100,100,50000,7,-1,-1,false,700,0.014,5000000
colas,ColaEnlazada,size,no_vacia,20261022,100,100,50000,8,-1,-1,false,700,0.014,5000000
colas,ColaEnlazada,size,no_vacia,20261022,100,100,50000,9,-1,-1,false,700,0.014,5000000
colas,ColaEnlazada,size,no_vacia,20261022,100,100,50000,10,-1,-1,false,700,0.014,5000000
colas,ColaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,1,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,2,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,3,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,4,-1,-1,false,100,0.002,0
colas,ColaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,5,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,6,-1,-1,false,100,0.002,0
colas,ColaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,7,-1,-1,false,100,0.002,0
colas,ColaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,8,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,9,-1,-1,false,0,0.000,0
colas,ColaEnlazada,isEmpty,no_vacia,20261022,100,100,50000,10,-1,-1,false,100,0.002,0
colas,ColaEnlazada,delete,frente,20261022,100,99,2000,1,-1,-1,false,72600,36.300,2000
colas,ColaEnlazada,delete,frente,20261022,100,99,2000,2,-1,-1,false,59300,29.650,2000
colas,ColaEnlazada,delete,frente,20261022,100,99,2000,3,-1,-1,false,72100,36.050,2000
colas,ColaEnlazada,delete,frente,20261022,100,99,2000,4,-1,-1,false,60800,30.400,2000
colas,ColaEnlazada,delete,frente,20261022,100,99,2000,5,-1,-1,false,77600,38.800,2000
colas,ColaEnlazada,delete,frente,20261022,100,99,2000,6,-1,-1,false,66600,33.300,2000
colas,ColaEnlazada,delete,frente,20261022,100,99,2000,7,-1,-1,false,100500,50.250,2000
colas,ColaEnlazada,delete,frente,20261022,100,99,2000,8,-1,-1,false,57900,28.950,2000
colas,ColaEnlazada,delete,frente,20261022,100,99,2000,9,-1,-1,false,56800,28.400,2000
colas,ColaEnlazada,delete,frente,20261022,100,99,2000,10,-1,-1,false,56400,28.200,2000
colas,ColaEnlazada,delete,medio,20261022,100,99,2000,1,-1,-1,false,328200,164.100,2000
colas,ColaEnlazada,delete,medio,20261022,100,99,2000,2,-1,-1,false,343500,171.750,2000
colas,ColaEnlazada,delete,medio,20261022,100,99,2000,3,-1,-1,false,498600,249.300,2000
colas,ColaEnlazada,delete,medio,20261022,100,99,2000,4,-1,-1,false,463500,231.750,2000
colas,ColaEnlazada,delete,medio,20261022,100,99,2000,5,-1,-1,false,326700,163.350,2000
colas,ColaEnlazada,delete,medio,20261022,100,99,2000,6,-1,-1,false,336300,168.150,2000
colas,ColaEnlazada,delete,medio,20261022,100,99,2000,7,-1,-1,false,389100,194.550,2000
colas,ColaEnlazada,delete,medio,20261022,100,99,2000,8,-1,-1,false,425500,212.750,2000
colas,ColaEnlazada,delete,medio,20261022,100,99,2000,9,-1,-1,false,306300,153.150,2000
colas,ColaEnlazada,delete,medio,20261022,100,99,2000,10,-1,-1,false,538900,269.450,2000
colas,ColaEnlazada,delete,final,20261022,100,99,2000,1,-1,-1,false,391400,195.700,2000
colas,ColaEnlazada,delete,final,20261022,100,99,2000,2,-1,-1,false,491900,245.950,2000
colas,ColaEnlazada,delete,final,20261022,100,99,2000,3,-1,-1,false,396900,198.450,2000
colas,ColaEnlazada,delete,final,20261022,100,99,2000,4,-1,-1,false,400000,200.000,2000
colas,ColaEnlazada,delete,final,20261022,100,99,2000,5,-1,-1,false,400300,200.150,2000
colas,ColaEnlazada,delete,final,20261022,100,99,2000,6,-1,-1,false,396900,198.450,2000
colas,ColaEnlazada,delete,final,20261022,100,99,2000,7,-1,-1,false,395800,197.900,2000
colas,ColaEnlazada,delete,final,20261022,100,99,2000,8,-1,-1,false,414600,207.300,2000
colas,ColaEnlazada,delete,final,20261022,100,99,2000,9,-1,-1,false,404800,202.400,2000
colas,ColaEnlazada,delete,final,20261022,100,99,2000,10,-1,-1,false,388900,194.450,2000
colas,ColaEnlazada,delete,ausente,20261022,100,100,2000,1,-1,-1,false,383800,191.900,0
colas,ColaEnlazada,delete,ausente,20261022,100,100,2000,2,-1,-1,false,208400,104.200,0
colas,ColaEnlazada,delete,ausente,20261022,100,100,2000,3,-1,-1,false,218200,109.100,0
colas,ColaEnlazada,delete,ausente,20261022,100,100,2000,4,-1,-1,false,313600,156.800,0
colas,ColaEnlazada,delete,ausente,20261022,100,100,2000,5,-1,-1,false,230500,115.250,0
colas,ColaEnlazada,delete,ausente,20261022,100,100,2000,6,-1,-1,false,311000,155.500,0
colas,ColaEnlazada,delete,ausente,20261022,100,100,2000,7,-1,-1,false,232900,116.450,0
colas,ColaEnlazada,delete,ausente,20261022,100,100,2000,8,-1,-1,false,220300,110.150,0
colas,ColaEnlazada,delete,ausente,20261022,100,100,2000,9,-1,-1,false,221600,110.800,0
colas,ColaEnlazada,delete,ausente,20261022,100,100,2000,10,-1,-1,false,260700,130.350,0
colas,ColaArreglo,enqueue,sin_redimensionamiento,20261022,100,101,2000,1,101,101,false,68300,34.150,202000
colas,ColaArreglo,enqueue,sin_redimensionamiento,20261022,100,101,2000,2,101,101,false,71000,35.500,202000
colas,ColaArreglo,enqueue,sin_redimensionamiento,20261022,100,101,2000,3,101,101,false,67400,33.700,202000
colas,ColaArreglo,enqueue,sin_redimensionamiento,20261022,100,101,2000,4,101,101,false,67900,33.950,202000
colas,ColaArreglo,enqueue,sin_redimensionamiento,20261022,100,101,2000,5,101,101,false,75600,37.800,202000
colas,ColaArreglo,enqueue,sin_redimensionamiento,20261022,100,101,2000,6,101,101,false,72100,36.050,202000
colas,ColaArreglo,enqueue,sin_redimensionamiento,20261022,100,101,2000,7,101,101,false,70400,35.200,202000
colas,ColaArreglo,enqueue,sin_redimensionamiento,20261022,100,101,2000,8,101,101,false,64500,32.250,202000
colas,ColaArreglo,enqueue,sin_redimensionamiento,20261022,100,101,2000,9,101,101,false,67000,33.500,202000
colas,ColaArreglo,enqueue,sin_redimensionamiento,20261022,100,101,2000,10,101,101,false,64400,32.200,202000
colas,ColaArreglo,enqueue,crecimiento_forzado,20261022,100,101,2000,1,100,200,true,291800,145.900,202000
colas,ColaArreglo,enqueue,crecimiento_forzado,20261022,100,101,2000,2,100,200,true,286800,143.400,202000
colas,ColaArreglo,enqueue,crecimiento_forzado,20261022,100,101,2000,3,100,200,true,291100,145.550,202000
colas,ColaArreglo,enqueue,crecimiento_forzado,20261022,100,101,2000,4,100,200,true,291500,145.750,202000
colas,ColaArreglo,enqueue,crecimiento_forzado,20261022,100,101,2000,5,100,200,true,286700,143.350,202000
colas,ColaArreglo,enqueue,crecimiento_forzado,20261022,100,101,2000,6,100,200,true,309100,154.550,202000
colas,ColaArreglo,enqueue,crecimiento_forzado,20261022,100,101,2000,7,100,200,true,286500,143.250,202000
colas,ColaArreglo,enqueue,crecimiento_forzado,20261022,100,101,2000,8,100,200,true,285500,142.750,202000
colas,ColaArreglo,enqueue,crecimiento_forzado,20261022,100,101,2000,9,100,200,true,288000,144.000,202000
colas,ColaArreglo,enqueue,crecimiento_forzado,20261022,100,101,2000,10,100,200,true,285400,142.700,202000
colas,ColaArreglo,enqueue,secuencia_amortizada,20261022,0,100,100,1,4,128,multiple,3500,35.000,115
colas,ColaArreglo,enqueue,secuencia_amortizada,20261022,0,100,100,2,4,128,multiple,3600,36.000,115
colas,ColaArreglo,enqueue,secuencia_amortizada,20261022,0,100,100,3,4,128,multiple,3600,36.000,115
colas,ColaArreglo,enqueue,secuencia_amortizada,20261022,0,100,100,4,4,128,multiple,3600,36.000,115
colas,ColaArreglo,enqueue,secuencia_amortizada,20261022,0,100,100,5,4,128,multiple,3500,35.000,115
colas,ColaArreglo,enqueue,secuencia_amortizada,20261022,0,100,100,6,4,128,multiple,3600,36.000,115
colas,ColaArreglo,enqueue,secuencia_amortizada,20261022,0,100,100,7,4,128,multiple,3600,36.000,115
colas,ColaArreglo,enqueue,secuencia_amortizada,20261022,0,100,100,8,4,128,multiple,4000,40.000,115
colas,ColaArreglo,enqueue,secuencia_amortizada,20261022,0,100,100,9,4,128,multiple,3500,35.000,115
colas,ColaArreglo,enqueue,secuencia_amortizada,20261022,0,100,100,10,4,128,multiple,3600,36.000,115
colas,ColaArreglo,dequeue,general,20261022,100,99,2000,1,100,100,false,10300,5.150,30000
colas,ColaArreglo,dequeue,general,20261022,100,99,2000,2,100,100,false,27500,13.750,30000
colas,ColaArreglo,dequeue,general,20261022,100,99,2000,3,100,100,false,9200,4.600,30000
colas,ColaArreglo,dequeue,general,20261022,100,99,2000,4,100,100,false,9400,4.700,30000
colas,ColaArreglo,dequeue,general,20261022,100,99,2000,5,100,100,false,9800,4.900,30000
colas,ColaArreglo,dequeue,general,20261022,100,99,2000,6,100,100,false,10000,5.000,30000
colas,ColaArreglo,dequeue,general,20261022,100,99,2000,7,100,100,false,27700,13.850,30000
colas,ColaArreglo,dequeue,general,20261022,100,99,2000,8,100,100,false,10200,5.100,30000
colas,ColaArreglo,dequeue,general,20261022,100,99,2000,9,100,100,false,8800,4.400,30000
colas,ColaArreglo,dequeue,general,20261022,100,99,2000,10,100,100,false,9700,4.850,30000
colas,ColaArreglo,front,general,20261022,100,100,50000,1,101,101,false,39100,0.782,750000
colas,ColaArreglo,front,general,20261022,100,100,50000,2,101,101,false,39400,0.788,750000
colas,ColaArreglo,front,general,20261022,100,100,50000,3,101,101,false,39800,0.796,750000
colas,ColaArreglo,front,general,20261022,100,100,50000,4,101,101,false,39200,0.784,750000
colas,ColaArreglo,front,general,20261022,100,100,50000,5,101,101,false,39200,0.784,750000
colas,ColaArreglo,front,general,20261022,100,100,50000,6,101,101,false,39000,0.780,750000
colas,ColaArreglo,front,general,20261022,100,100,50000,7,101,101,false,40200,0.804,750000
colas,ColaArreglo,front,general,20261022,100,100,50000,8,101,101,false,39000,0.780,750000
colas,ColaArreglo,front,general,20261022,100,100,50000,9,101,101,false,39000,0.780,750000
colas,ColaArreglo,front,general,20261022,100,100,50000,10,101,101,false,40100,0.802,750000
colas,ColaArreglo,size,no_vacia,20261022,100,100,50000,1,101,101,false,30500,0.610,5000000
colas,ColaArreglo,size,no_vacia,20261022,100,100,50000,2,101,101,false,30500,0.610,5000000
colas,ColaArreglo,size,no_vacia,20261022,100,100,50000,3,101,101,false,30500,0.610,5000000
colas,ColaArreglo,size,no_vacia,20261022,100,100,50000,4,101,101,false,30400,0.608,5000000
colas,ColaArreglo,size,no_vacia,20261022,100,100,50000,5,101,101,false,30500,0.610,5000000
colas,ColaArreglo,size,no_vacia,20261022,100,100,50000,6,101,101,false,30400,0.608,5000000
colas,ColaArreglo,size,no_vacia,20261022,100,100,50000,7,101,101,false,30500,0.610,5000000
colas,ColaArreglo,size,no_vacia,20261022,100,100,50000,8,101,101,false,30300,0.606,5000000
colas,ColaArreglo,size,no_vacia,20261022,100,100,50000,9,101,101,false,30400,0.608,5000000
colas,ColaArreglo,size,no_vacia,20261022,100,100,50000,10,101,101,false,30400,0.608,5000000
colas,ColaArreglo,isEmpty,no_vacia,20261022,100,100,50000,1,101,101,false,19900,0.398,0
colas,ColaArreglo,isEmpty,no_vacia,20261022,100,100,50000,2,101,101,false,20200,0.404,0
colas,ColaArreglo,isEmpty,no_vacia,20261022,100,100,50000,3,101,101,false,20300,0.406,0
colas,ColaArreglo,isEmpty,no_vacia,20261022,100,100,50000,4,101,101,false,20200,0.404,0
colas,ColaArreglo,isEmpty,no_vacia,20261022,100,100,50000,5,101,101,false,20200,0.404,0
colas,ColaArreglo,isEmpty,no_vacia,20261022,100,100,50000,6,101,101,false,20300,0.406,0
colas,ColaArreglo,isEmpty,no_vacia,20261022,100,100,50000,7,101,101,false,20900,0.418,0
colas,ColaArreglo,isEmpty,no_vacia,20261022,100,100,50000,8,101,101,false,20100,0.402,0
colas,ColaArreglo,isEmpty,no_vacia,20261022,100,100,50000,9,101,101,false,20400,0.408,0
colas,ColaArreglo,isEmpty,no_vacia,20261022,100,100,50000,10,101,101,false,29300,0.586,0
colas,ColaArreglo,delete,frente,20261022,100,99,2000,1,100,100,false,526400,263.200,2000
colas,ColaArreglo,delete,frente,20261022,100,99,2000,2,100,100,false,522400,261.200,2000
colas,ColaArreglo,delete,frente,20261022,100,99,2000,3,100,100,false,526200,263.100,2000
colas,ColaArreglo,delete,frente,20261022,100,99,2000,4,100,100,false,519700,259.850,2000
colas,ColaArreglo,delete,frente,20261022,100,99,2000,5,100,100,false,525300,262.650,2000
colas,ColaArreglo,delete,frente,20261022,100,99,2000,6,100,100,false,520700,260.350,2000
colas,ColaArreglo,delete,frente,20261022,100,99,2000,7,100,100,false,689700,344.850,2000
colas,ColaArreglo,delete,frente,20261022,100,99,2000,8,100,100,false,521100,260.550,2000
