bloque,implementacion,metodo,escenario,semilla,n_inicial,k,observaciones,min_ns,q1_ns,mediana_ns,q3_ns,max_ns,iqr_ns,media_ns
listas,ListaDobleConCola,find,ausente,20360921,100000,20,10,104720.0,105466.25,106332.5,107411.25,111310.0,1945.0,106808.0
listas,ListaDobleSinCola,find,ausente,20260931,10,200,10,47.5,48.125,48.5,50.5,69.0,2.375,51.6
listas,ListaDobleSinCola,find,ausente,20261021,100,200,10,389.0,479.625,482.25,488.25,555.0,8.625,480.45
listas,ListaDobleSinCola,find,ausente,20261921,1000,100,10,1122.0,1122.25,1127.0,1139.5,1176.0,17.25,1134.7
listas,ListaDobleSinCola,find,ausente,20270921,10000,20,10,10245.0,10328.75,10440.0,10631.25,10900.0,302.5,10491.0
listas,ListaDobleSinCola,find,ausente,20360921,100000,20,10,104530.0,105397.5,107297.5,108908.75,110990.0,3511.25,107343.0
listas,ListaSimpleConCola,find,ausente,20260931,10,200,10,68.0,71.5,74.5,552.875,1122.0,481.375,319.95
listas,ListaSimpleConCola,find,ausente,20261021,100,200,10,121.5,123.5,127.0,134.625,150.0,11.125,130.2
listas,ListaSimpleConCola,find,ausente,20261921,1000,100,10,1064.0,1080.5,1084.0,1099.25,1124.0,18.75,1090.1
listas,ListaSimpleConCola,find,ausente,20270921,10000,20,10,10180.0,10323.75,10510.0,10861.25,12650.0,537.5,10805.5
listas,ListaSimpleConCola,find,ausente,20360921,100000,20,10,104300.0,104607.5,105370.0,106591.25,109300.0,1983.75,105938.0
listas,ListaSimpleSinCola,find,ausente,20260931,10,200,10,69.5,70.5,71.25,73.25,104.5,2.75,75.1
listas,ListaSimpleSinCola,find,ausente,20261021,100,200,10,124.0,124.125,125.25,172.875,187.5,48.75,145.15
listas,ListaSimpleSinCola,find,ausente,20261921,1000,100,10,1089.0,1090.0,1098.0,1119.25,1157.0,29.25,1108.4
listas,ListaSimpleSinCola,find,ausente,20270921,10000,20,10,10170.0,10231.25,10260.0,10351.25,10415.0,120.0,10284.5
listas,ListaSimpleSinCola,find,ausente,20360921,100000,20,10,105705.0,106265.0,106505.0,107503.75,108075.0,1238.75,106777.5
listas,ListaDobleConCola,find,final,20260931,10,200,10,45.5,47.625,48.5,50.875,85.0,3.25,53.0
listas,ListaDobleConCola,find,final,20261021,100,200,10,122.0,124.0,129.0,132.875,140.0,8.875,129.1
listas,ListaDobleConCola,find,final,20261921,1000,100,10,1103.0,1111.25,1119.5,1121.75,1139.0,10.5,1118.6
listas,ListaDobleConCola,find,final,20270921,10000,20,10,10365.0,10510.0,10845.0,10971.25,12170.0,461.25,10877.0
listas,ListaDobleConCola,find,final,20360921,100000,20,10,104145.0,105520.0,106125.0,106742.5,114110.0,1222.5,106777.0
listas,ListaDobleSinCola,find,final,20260931,10,200,10,45.0,46.25,48.0,51.25,57.5,5.0,49.1
listas,ListaDobleSinCola,find,final,20261021,100,200,10,132.0,135.625,143.25,150.125,156.5,14.5,143.0
listas,ListaDobleSinCola,find,final,20261921,1000,100,10,1120.0,1122.5,1149.0,1170.5,1180.0,48.0,1147.4
listas,ListaDobleSinCola,find,final,20270921,10000,20,10,10225.0,10346.25,10407.5,10588.75,11535.0,242.5,10557.5
listas,ListaDobleSinCola,find,final,20360921,100000,20,10,105020.0,105963.75,106872.5,108808.75,124265.0,2845.0,108955.5
listas,ListaSimpleConCola,find,final,20260931,10,200,10,97.5,98.5,102.75,109.875,114.5,11.375,104.1
listas,ListaSimpleConCola,find,final,20261021,100,200,10,132.0,132.125,132.5,133.0,138.5,0.875,133.25
listas,ListaSimpleConCola,find,final,20261921,1000,100,10,1068.0,1074.0,1091.5,1093.0,1107.0,19.0,1086.2
listas,ListaSimpleConCola,find,final,20270921,10000,20,10,10285.0,10343.75,10422.5,10510.0,11055.0,166.25,10485.0
listas,ListaSimpleConCola,find,final,20360921,100000,20,10,103205.0,104440.0,104797.5,105822.5,108120.0,1382.5,105195.0
listas,ListaSimpleSinCola,find,final,20260931,10,200,10,69.0,69.5,70.75,74.875,79.0,5.375,72.3
listas,ListaSimpleSinCola,find,final,20261021,100,200,10,119.5,122.125,124.25,128.625,140.5,6.5,126.4
listas,ListaSimpleSinCola,find,final,20261921,1000,100,10,1086.0,1107.25,1111.0,1119.75,1169.0,12.5,1115.9
listas,ListaSimpleSinCola,find,final,20270921,10000,20,10,10180.0,10217.5,10242.5,10298.75,10755.0,81.25,10322.5
listas,ListaSimpleSinCola,find,final,20360921,100000,20,10,103830.0,105398.75,107417.5,109387.5,114190.0,3988.75,107668.0
listas,ListaDobleConCola,find,inicio,20260931,10,200,10,26.0,27.125,28.25,31.75,147.5,4.625,50.05
listas,ListaDobleConCola,find,inicio,20261021,100,200,10,22.0,23.125,23.5,23.875,24.5,0.75,23.4
listas,ListaDobleConCola,find,inicio,20261921,1000,100,10,21.0,22.25,23.0,25.25,27.0,3.0,23.6
listas,ListaDobleConCola,find,inicio,20270921,10000,20,10,20.0,25.0,25.0,28.75,30.0,3.75,25.5
listas,ListaDobleConCola,find,inicio,20360921,100000,20,10,15.0,20.0,20.0,23.75,25.0,3.75,20.5
listas,ListaDobleSinCola,find,inicio,20260931,10,200,10,27.5,31.25,65.5,116.125,124.5,84.875,72.4
listas,ListaDobleSinCola,find,inicio,20261021,100,200,10,23.0,24.625,25.0,25.875,27.0,1.25,25.15
listas,ListaDobleSinCola,find,inicio,20261921,1000,100,10,19.0,22.0,22.5,24.0,28.0,2.0,23.0
listas,ListaDobleSinCola,find,inicio,20270921,10000,20,10,10.0,16.25,20.0,23.75,30.0,7.5,20.0
listas,ListaDobleSinCola,find,inicio,20360921,100000,20,10,15.0,21.25,25.0,25.0,30.0,3.75,23.5
listas,ListaSimpleConCola,find,inicio,20260931,10,200,10,36.0,83.5,93.5,123.125,165.0,39.625,99.2
listas,ListaSimpleConCola,find,inicio,20261021,100,200,10,18.5,26.75,30.0,32.625,33.5,5.875,28.65
listas,ListaSimpleConCola,find,inicio,20261921,1000,100,10,20.0,22.0,23.0,23.0,24.0,1.0,22.5
listas,ListaSimpleConCola,find,inicio,20270921,10000,20,10,15.0,15.0,17.5,23.75,30.0,8.75,20.0
listas,ListaSimpleConCola,find,inicio,20360921,100000,20,10,20.0,20.0,25.0,25.0,35.0,5.0,24.0
listas,ListaSimpleSinCola,find,inicio,20260931,10,200,10,46.0,49.25,50.5,53.625,75.5,4.375,55.05
listas,ListaSimpleSinCola,find,inicio,20261021,100,200,10,22.5,23.125,23.75,24.0,25.5,0.875,23.85
listas,ListaSimpleSinCola,find,inicio,20261921,1000,100,10,18.0,22.0,23.0,24.75,29.0,2.75,23.2
listas,ListaSimpleSinCola,find,inicio,20270921,10000,20,10,10.0,15.0,20.0,25.0,25.0,10.0,19.5
listas,ListaSimpleSinCola,find,inicio,20360921,100000,20,10,15.0,15.0,20.0,20.0,25.0,5.0,18.5
listas,ListaDobleConCola,find,medio,20260931,10,200,10,38.0,38.5,38.75,39.5,41.0,1.0,39.1
listas,ListaDobleConCola,find,medio,20261021,100,200,10,68.0,69.125,69.5,70.5,73.5,1.375,69.9
listas,ListaDobleConCola,find,medio,20261921,1000,100,10,556.0,559.0,565.5,572.25,585.0,13.25,567.0
listas,ListaDobleConCola,find,medio,20270921,10000,20,10,5145.0,5160.0,5195.0,5268.75,5375.0,108.75,5220.5
listas,ListaDobleConCola,find,medio,20360921,100000,20,10,50825.0,52782.5,54340.0,56126.25,65665.0,3343.75,55473.5
listas,ListaDobleSinCola,find,medio,20260931,10,200,10,38.0,48.625,49.75,51.0,257.5,2.375,69.6
listas,ListaDobleSinCola,find,medio,20261021,100,200,10,74.5,76.625,79.75,81.75,85.5,5.125,79.35
listas,ListaDobleSinCola,find,medio,20261921,1000,100,10,566.0,568.0,568.0,570.75,612.0,2.75,575.5
listas,ListaDobleSinCola,find,medio,20270921,10000,20,10,5045.0,5055.0,5077.5,5113.75,5215.0,58.75,5092.5
listas,ListaDobleSinCola,find,medio,20360921,100000,20,10,52420.0,52626.25,53177.5,53520.0,55375.0,893.75,53375.5
listas,ListaSimpleConCola,find,medio,20260931,10,200,10,59.5,60.125,63.5,79.375,122.5,19.25,73.75
listas,ListaSimpleConCola,find,medio,20261021,100,200,10,69.5,70.625,71.75,75.875,94.5,5.25,74.95
listas,ListaSimpleConCola,find,medio,20261921,1000,100,10,539.0,542.0,542.0,545.5,555.0,3.5,543.8
listas,ListaSimpleConCola,find,medio,20270921,10000,20,10,5105.0,5122.5,5137.5,5158.75,5350.0,36.25,5172.5
listas,ListaSimpleConCola,find,medio,20360921,100000,20,10,52280.0,52467.5,52685.0,53503.75,55305.0,1036.25,53121.0
listas,ListaSimpleSinCola,find,medio,20260931,10,200,10,62.5,73.125,74.0,75.25,103.5,2.125,78.0
listas,ListaSimpleSinCola,find,medio,20261021,100,200,10,68.5,69.625,70.5,71.875,73.0,2.25,70.65
listas,ListaSimpleSinCola,find,medio,20261921,1000,100,10,550.0,553.25,555.0,580.75,604.0,27.5,566.2
listas,ListaSimpleSinCola,find,medio,20270921,10000,20,10,5085.0,5132.5,5192.5,5327.5,6390.0,195.0,5321.5
listas,ListaSimpleSinCola,find,medio,20360921,100000,20,10,51760.0,52440.0,52767.5,55006.25,63190.0,2566.25,54259.0
listas,ListaDobleConCola,isEmpty,no_vacia,20260931,10,2000,10,6.45,6.55,6.675000000000001,6.8374999999999995,22.35,0.28749999999999964,8.225
listas,ListaDobleConCola,isEmpty,no_vacia,20261021,100,2000,10,1.55,1.6,1.6,1.6,2.4,0.0,1.73
listas,ListaDobleConCola,isEmpty,no_vacia,20261921,1000,2000,10,1.55,1.55,1.55,1.6,3.15,0.050000000000000044,1.725
listas,ListaDobleConCola,isEmpty,no_vacia,20270921,10000,2000,10,1.45,1.5,1.5,1.5,1.55,0.0,1.5
listas,ListaDobleConCola,isEmpty,no_vacia,20360921,100000,2000,10,1.45,1.4625,1.5,1.5,1.5,0.03750000000000009,1.4849999999999999
listas,ListaDobleSinCola,isEmpty,no_vacia,20260931,10,2000,10,7.15,7.9750000000000005,8.525,9.275,10.15,1.2999999999999998,8.605
listas,ListaDobleSinCola,isEmpty,no_vacia,20261021,100,2000,10,1.1,1.1,1.1,1.1,1.8,0.0,1.1700000000000002
listas,ListaDobleSinCola,isEmpty,no_vacia,20261921,1000,2000,10,1.6,1.6,1.6,1.6,1.6,0.0,1.6
listas,ListaDobleSinCola,isEmpty,no_vacia,20270921,10000,2000,10,1.45,1.45,1.45,1.5,1.9,0.050000000000000044,1.51
listas,ListaDobleSinCola,isEmpty,no_vacia,20360921,100000,2000,10,1.45,1.45,1.5,1.5,1.5,0.050000000000000044,1.48
listas,ListaSimpleConCola,isEmpty,no_vacia,20260931,10,2000,10,22.15,22.4625,22.975,23.4375,23.9,0.9750000000000014,22.985
listas,ListaSimpleConCola,isEmpty,no_vacia,20261021,100,2000,10,6.25,6.35,6.425000000000001,7.5625,38.8,1.2125000000000004,12.139999999999999
listas,ListaSimpleConCola,isEmpty,no_vacia,20261921,1000,2000,10,1.5,1.5,1.55,1.55,1.55,0.050000000000000044,1.53
listas,ListaSimpleConCola,isEmpty,no_vacia,20270921,10000,2000,10,1.45,1.45,1.45,1.4875,1.5,0.03750000000000009,1.465
listas,ListaSimpleConCola,isEmpty,no_vacia,20360921,100000,2000,10,1.5,1.5,1.5,1.5,2.35,0.0,1.59
listas,ListaSimpleSinCola,isEmpty,no_vacia,20260931,10,2000,10,23.05,23.5625,23.875,24.675,35.65,1.1125000000000007,25.355
listas,ListaSimpleSinCola,isEmpty,no_vacia,20261021,100,2000,10,1.6,1.6,1.6,1.6,1.65,0.0,1.605
listas,ListaSimpleSinCola,isEmpty,no_vacia,20261921,1000,2000,10,1.55,1.55,1.55,1.55,1.6,0.0,1.5550000000000002
listas,ListaSimpleSinCola,isEmpty,no_vacia,20270921,10000,2000,10,1.45,1.45,1.45,1.5,1.55,0.050000000000000044,1.475
listas,ListaSimpleSinCola,isEmpty,no_vacia,20360921,100000,2000,10,1.5,1.5,1.5,1.5,1.55,0.0,1.51
listas,ListaDobleConCola,popBack,general,20260931,10,200,10,100.0,111.875,129.25,132.875,137.0,21.0,123.45
listas,ListaDobleConCola,popBack,general,20261021,100,200,10,39.0,43.375,46.25,50.625,62.5,7.25,47.5
listas,ListaDobleConCola,popBack,general,20261921,1000,100,10,16.0,21.0,22.0,28.25,33.0,7.25,23.7
listas,ListaDobleConCola,popBack,general,20270921,10000,20,10,0.0,16.25,20.0,27.5,35.0,11.25,20.0
listas,ListaDobleConCola,popBack,general,20360921,100000,20,10,20.0,25.0,27.5,30.0,70.0,5.0,31.0
listas,ListaDobleSinCola,popBack,general,20260931,10,200,10,54.0,55.625,56.25,57.75,61.5,2.125,56.9
listas,ListaDobleSinCola,popBack,general,20261021,100,200,10,138.0,142.25,146.5,151.875,170.0,9.625,148.35
listas,ListaDobleSinCola,popBack,general,20261921,1000,100,10,1115.0,1123.5,1135.5,1148.25,1159.0,24.75,1135.9
listas,ListaDobleSinCola,popBack,general,20270921,10000,20,10,10080.0,10170.0,10252.5,10303.75,10725.0,133.75,10277.5
listas,ListaDobleSinCola,popBack,general,20360921,100000,20,10,103120.0,104025.0,104665.0,106176.25,106635.0,2151.25,104971.0
listas,ListaSimpleConCola,popBack,general,20260931,10,200,10,53.0,54.0,54.25,58.125,59.5,4.125,55.75
listas,ListaSimpleConCola,popBack,general,20261021,100,200,10,135.0,137.5,137.75,139.375,170.5,1.875,141.6
listas,ListaSimpleConCola,popBack,general,20261921,1000,100,10,1066.0,1073.0,1077.0,1084.25,1096.0,11.25,1078.6
listas,ListaSimpleConCola,popBack,general,20270921,10000,20,10,10120.0,10196.25,10365.0,10502.5,11215.0,306.25,10440.5
listas,ListaSimpleConCola,popBack,general,20360921,100000,20,10,103940.0,104350.0,105120.0,106372.5,108515.0,2022.5,105485.5
listas,ListaSimpleSinCola,popBack,general,20260931,10,200,10,53.0,56.0,57.5,58.5,65.5,2.5,57.7
listas,ListaSimpleSinCola,popBack,general,20261021,100,200,10,121.5,122.625,123.75,124.5,131.0,1.875,124.55
listas,ListaSimpleSinCola,popBack,general,20261921,1000,100,10,1093.0,1095.0,1098.0,1100.75,1107.0,5.75,1098.4
listas,ListaSimpleSinCola,popBack,general,20270921,10000,20,10,10040.0,10132.5,10202.5,10302.5,10375.0,170.0,10207.5
listas,ListaSimpleSinCola,popBack,general,20360921,100000,20,10,102135.0,102438.75,103385.0,104362.5,108335.0,1923.75,103793.5
listas,ListaDobleConCola,popFront,general,20260931,10,2000,10,24.5,24.6875,25.725,26.65,28.9,1.9624999999999986,25.945
listas,ListaDobleConCola,popFront,general,20261021,100,2000,10,19.6,23.25,25.9,28.475,32.35,5.225000000000001,25.925
listas,ListaDobleConCola,popFront,general,20261921,1000,2000,10,23.0,23.4375,23.875,24.225,24.6,0.7875000000000014,23.84
listas,ListaDobleConCola,popFront,general,20270921,10000,2000,10,22.05,23.5625,24.175,24.575000000000003,25.5,1.0125000000000028,24.095
listas,ListaDobleConCola,popFront,general,20360921,100000,2000,10,22.65,22.8625,23.65,24.8375,25.55,1.9749999999999979,23.895
listas,ListaDobleSinCola,popFront,general,20260931,10,2000,10,22.85,24.275,24.9,25.9375,26.75,1.6625000000000014,25.05
listas,ListaDobleSinCola,popFront,general,20261021,100,2000,10,19.95,23.125,23.575000000000003,24.25,26.95,1.125,23.77
listas,ListaDobleSinCola,popFront,general,20261921,1000,2000,10,18.65,23.85,27.9,28.8125,31.1,4.962499999999999,26.119999999999997
listas,ListaDobleSinCola,popFront,general,20270921,10000,2000,10,22.25,22.5125,22.875,22.9875,23.25,0.4750000000000014,22.75
listas,ListaDobleSinCola,popFront,general,20360921,100000,2000,10,22.6,22.974999999999998,23.35,23.725,24.3,0.7500000000000036,23.365000000000002
listas,ListaSimpleConCola,popFront,general,20260931,10,2000,10,42.7,43.675,44.175,44.5375,46.9,0.8625000000000043,44.410000000000004
listas,ListaSimpleConCola,popFront,general,20261021,100,2000,10,23.65,25.1875,26.075,27.35,50.6,2.1625000000000014,28.5
listas,ListaSimpleConCola,popFront,general,20261921,1000,2000,10,23.4,23.737499999999997,24.424999999999997,24.587500000000002,69.0,0.850000000000005,31.29
listas,ListaSimpleConCola,popFront,general,20270921,10000,2000,10,22.15,22.412499999999998,22.45,22.6375,22.9,0.22500000000000142,22.515
listas,ListaSimpleConCola,popFront,general,20360921,100000,2000,10,22.35,22.6125,22.975,23.3875,23.7,0.7749999999999986,22.98
listas,ListaSimpleSinCola,popFront,general,20260931,10,2000,10,43.3,43.75,44.425,45.55,51.85,1.7999999999999972,45.364999999999995
listas,ListaSimpleSinCola,popFront,general,20261021,100,2000,10,20.9,22.925,25.325000000000003,26.0,27.4,3.0749999999999993,24.630000000000003
listas,ListaSimpleSinCola,popFront,general,20261921,1000,2000,10,23.0,23.625,23.95,24.15,24.55,0.5249999999999986,23.865000000000002
listas,ListaSimpleSinCola,popFront,general,20270921,10000,2000,10,22.3,22.662499999999998,22.75,23.3,23.7,0.6375000000000028,22.925
listas,ListaSimpleSinCola,popFront,general,20360921,100000,2000,10,22.5,22.625,23.175,23.612499999999997,27.25,0.9874999999999972,23.66
listas,ListaDobleConCola,pushBack,general,20260931,10,200,10,66.0,69.25,74.0,81.75,123.0,12.5,79.45
listas,ListaDobleConCola,pushBack,general,20261021,100,200,10,1.5,35.0,48.25,55.75,87.5,20.75,45.25
listas,ListaDobleConCola,pushBack,general,20261921,1000,100,10,17.0,21.25,28.0,30.75,35.0,9.5,26.2
listas,ListaDobleConCola,pushBack,general,20270921,10000,20,10,10.0,25.0,30.0,37.5,45.0,12.5,29.5
listas,ListaDobleConCola,pushBack,general,20360921,100000,20,10,5.0,20.0,20.0,33.75,40.0,13.75,24.0
listas,ListaDobleSinCola,pushBack,general,20260931,10,200,10,76.0,80.125,82.0,90.875,109.0,10.75,86.3
listas,ListaDobleSinCola,pushBack,general,20261021,100,200,10,138.0,139.625,142.75,145.0,164.5,5.375,144.45
listas,ListaDobleSinCola,pushBack,general,20261921,1000,100,10,1117.0,1122.25,1127.0,1141.5,1151.0,19.25,1130.8
listas,ListaDobleSinCola,pushBack,general,20270921,10000,20,10,10080.0,10135.0,10230.0,10305.0,11155.0,170.0,10302.5
listas,ListaDobleSinCola,pushBack,general,20360921,100000,20,10,102495.0,103566.25,104702.5,108820.0,115880.0,5253.75,106514.5
listas,ListaSimpleConCola,pushBack,general,20260931,10,200,10,71.0,73.625,99.0,122.875,168.0,49.25,104.6
listas,ListaSimpleConCola,pushBack,general,20261021,100,200,10,41.5,50.5,53.25,53.875,59.0,3.375,51.75
listas,ListaSimpleConCola,pushBack,general,20261921,1000,100,10,17.0,21.25,26.5,28.75,32.0,7.5,25.2
listas,ListaSimpleConCola,pushBack,general,20270921,10000,20,10,10.0,15.0,20.0,27.5,35.0,12.5,20.5
listas,ListaSimpleConCola,pushBack,general,20360921,100000,20,10,20.0,30.0,35.0,45.0,90.0,15.0,40.5
listas,ListaSimpleSinCola,pushBack,general,20260931,10,200,10,60.0,85.625,103.0,193.375,292.0,107.75,140.15
listas,ListaSimpleSinCola,pushBack,general,20261021,100,200,10,113.5,120.125,121.25,122.875,124.0,2.75,120.45
listas,ListaSimpleSinCola,pushBack,general,20261921,1000,100,10,1091.0,1093.25,1100.0,1109.5,1176.0,16.25,1108.0
listas,ListaSimpleSinCola,pushBack,general,20270921,10000,20,10,10120.0,10178.75,10242.5,10327.5,10495.0,148.75,10268.5
listas,ListaSimpleSinCola,pushBack,general,20360921,100000,20,10,103970.0,104198.75,104845.0,105473.75,111175.0,1275.0,105509.5
listas,ListaDobleConCola,pushFront,general,20260931,10,2000,10,27.25,28.2625,31.5,38.650000000000006,44.6,10.387500000000006,33.445
listas,ListaDobleConCola,pushFront,general,20261021,100,2000,10,23.9,25.150000000000002,27.924999999999997,31.1875,35.1,6.037499999999998,28.395
listas,ListaDobleConCola,pushFront,general,20261921,1000,2000,10,23.1,24.2625,24.4,25.0375,26.4,0.7750000000000021,24.615000000000002
listas,ListaDobleConCola,pushFront,general,20270921,10000,2000,10,25.6,28.3125,28.85,29.3875,30.4,1.0749999999999993,28.669999999999998
listas,ListaDobleConCola,pushFront,general,20360921,100000,2000,10,23.05,23.2625,23.3,23.9875,25.2,0.7250000000000014,23.69
listas,ListaDobleSinCola,pushFront,general,20260931,10,2000,10,28.15,28.875,30.200000000000003,32.2875,38.5,3.4125000000000014,31.46
listas,ListaDobleSinCola,pushFront,general,20261021,100,2000,10,22.5,24.9875,26.75,27.7375,30.45,2.75,26.52
listas,ListaDobleSinCola,pushFront,general,20261921,1000,2000,10,24.8,27.4125,29.15,29.987499999999997,32.65,2.5749999999999957,28.82
listas,ListaDobleSinCola,pushFront,general,20270921,10000,2000,10,22.7,22.75,23.225,24.0875,25.65,1.3374999999999986,23.585
listas,ListaDobleSinCola,pushFront,general,20360921,100000,2000,10,25.5,26.3,28.225,30.4375,33.65,4.137499999999999,28.610000000000003
listas,ListaSimpleConCola,pushFront,general,20260931,10,2000,10,44.75,47.3875,49.25,51.175,54.35,3.7874999999999943,49.230000000000004
listas,ListaSimpleConCola,pushFront,general,20261021,100,2000,10,24.3,27.200000000000003,27.85,29.900000000000002,39.25,2.6999999999999993,28.939999999999998
listas,ListaSimpleConCola,pushFront,general,20261921,1000,2000,10,24.5,24.674999999999997,25.375,26.5875,27.5,1.9125000000000014,25.71
listas,ListaSimpleConCola,pushFront,general,20270921,10000,2000,10,22.15,22.6125,22.85,23.0375,24.05,0.4250000000000007,22.905
listas,ListaSimpleConCola,pushFront,general,20360921,100000,2000,10,22.9,22.924999999999997,23.025,23.3,23.6,0.37500000000000355,23.134999999999998
listas,ListaSimpleSinCola,pushFront,general,20260931,10,2000,10,44.85,47.699999999999996,52.25,56.725,60.05,9.025000000000006,52.315
listas,ListaSimpleSinCola,pushFront,general,20261021,100,2000,10,22.25,28.2,30.0,31.4,34.7,3.1999999999999993,29.494999999999997
listas,ListaSimpleSinCola,pushFront,general,20261921,1000,2000,10,23.8,24.025,24.5,24.9125,26.05,0.8875000000000028,24.6
listas,ListaSimpleSinCola,pushFront,general,20270921,10000,2000,10,22.45,22.85,23.375,30.0875,50.2,7.237499999999997,27.910000000000004
listas,ListaSimpleSinCola,pushFront,general,20360921,100000,2000,10,25.65,26.799999999999997,29.0,30.6875,90.05,3.887500000000003,34.739999999999995
listas,ListaDobleConCola,size,no_vacia,20260931,10,2000,10,4.6,4.725,5.625,8.9125,11.8,4.1875,6.9
listas,ListaDobleConCola,size,no_vacia,20261021,100,2000,10,1.85,1.8625,1.9,1.9,1.9,0.03749999999999987,1.8850000000000002
listas,ListaDobleConCola,size,no_vacia,20261921,1000,2000,10,1.85,1.85,1.85,1.85,1.85,0.0,1.85
listas,ListaDobleConCola,size,no_vacia,20270921,10000,2000,10,1.75,1.8,2.5,2.6750000000000003,2.7,0.8750000000000002,2.285
listas,ListaDobleConCola,size,no_vacia,20360921,100000,2000,10,1.75,1.75,1.75,1.75,2.55,0.0,1.8350000000000002
listas,ListaDobleSinCola,size,no_vacia,20260931,10,2000,10,20.5,20.7,20.75,21.099999999999998,23.2,0.3999999999999986,21.115000000000002
listas,ListaDobleSinCola,size,no_vacia,20261021,100,2000,10,1.15,1.15,1.1749999999999998,1.2,1.2,0.050000000000000044,1.175
listas,ListaDobleSinCola,size,no_vacia,20261921,1000,2000,10,1.85,1.85,1.9,1.9,1.9,0.04999999999999982,1.8800000000000001
listas,ListaDobleSinCola,size,no_vacia,20270921,10000,2000,10,1.7,1.7,1.7,1.7375,1.75,0.03750000000000009,1.7149999999999999
listas,ListaDobleSinCola,size,no_vacia,20360921,100000,2000,10,1.7,1.7,1.75,1.7875,1.8,0.08750000000000013,1.7449999999999999
listas,ListaSimpleConCola,size,no_vacia,20260931,10,2000,10,20.9,21.2,21.25,22.375,25.15,1.1750000000000007,21.94
listas,ListaSimpleConCola,size,no_vacia,20261021,100,2000,10,2.65,2.6625,2.725,9.1875,19.3,6.525,6.745
listas,ListaSimpleConCola,size,no_vacia,20261921,1000,2000,10,1.8,1.8,1.8,1.85,2.65,0.050000000000000044,1.9
listas,ListaSimpleConCola,size,no_vacia,20270921,10000,2000,10,1.7,1.7125,1.75,1.75,2.2,0.03750000000000009,1.78
listas,ListaSimpleConCola,size,no_vacia,20360921,100000,2000,10,1.75,1.75,1.8,1.8,1.85,0.050000000000000044,1.7850000000000001
listas,ListaSimpleSinCola,size,no_vacia,20260931,10,2000,10,21.8,21.9375,22.625,23.1875,26.0,1.25,22.96
listas,ListaSimpleSinCola,size,no_vacia,20261021,100,2000,10,1.85,1.85,1.875,1.9,1.9,0.04999999999999982,1.875
listas,ListaSimpleSinCola,size,no_vacia,20261921,1000,2000,10,1.8,1.85,1.85,1.85,1.85,0.0,1.845
listas,ListaSimpleSinCola,size,no_vacia,20270921,10000,2000,10,1.7,1.75,1.75,1.75,2.25,0.0,1.845
listas,ListaSimpleSinCola,size,no_vacia,20360921,100000,2000,10,1.7,1.75,1.75,1.8,2.5,0.050000000000000044,1.8850000000000002
listas,ListaDobleConCola,topBack,general,20260931,10,200,10,21.0,22.125,26.25,79.875,95.5,57.75,46.4
listas,ListaDobleConCola,topBack,general,20261021,100,200,10,23.0,23.5,23.75,25.5,100.0,2.0,32.1
listas,ListaDobleConCola,topBack,general,20261921,1000,100,10,3.0,3.0,3.0,3.75,4.0,0.75,3.3
listas,ListaDobleConCola,topBack,general,20270921,10000,20,10,0.0,0.0,5.0,5.0,5.0,5.0,3.0
listas,ListaDobleConCola,topBack,general,20360921,100000,20,10,5.0,5.0,5.0,8.75,10.0,3.75,6.5
listas,ListaDobleSinCola,topBack,general,20260931,10,200,10,27.0,27.125,29.25,41.625,466.0,14.5,97.3
listas,ListaDobleSinCola,topBack,general,20261021,100,200,10,146.5,148.125,149.75,152.625,208.5,4.5,155.6
listas,ListaDobleSinCola,topBack,general,20261921,1000,100,10,1099.0,1105.0,1134.0,1147.75,1215.0,42.75,1135.6
listas,ListaDobleSinCola,topBack,general,20270921,10000,20,10,10015.0,10118.75,10162.5,11381.25,13460.0,1262.5,10822.0
listas,ListaDobleSinCola,topBack,general,20360921,100000,20,10,103635.0,104787.5,105135.0,106720.0,109440.0,1932.5,105876.5
listas,ListaSimpleConCola,topBack,general,20260931,10,200,10,24.5,25.5,52.75,74.625,81.0,49.125,51.05
listas,ListaSimpleConCola,topBack,general,20261021,100,200,10,23.0,23.75,24.5,24.5,110.5,0.75,32.9
listas,ListaSimpleConCola,topBack,general,20261921,1000,100,10,3.0,3.0,3.0,3.0,9.0,0.0,3.6
listas,ListaSimpleConCola,topBack,general,20270921,10000,20,10,0.0,5.0,5.0,5.0,5.0,0.0,4.5
listas,ListaSimpleConCola,topBack,general,20360921,100000,20,10,0.0,5.0,5.0,5.0,10.0,0.0,5.0
listas,ListaSimpleSinCola,topBack,general,20260931,10,200,10,30.0,30.625,31.0,33.375,139.5,2.75,43.0
listas,ListaSimpleSinCola,topBack,general,20261021,100,200,10,122.5,122.875,126.75,129.75,231.5,6.875,138.65
listas,ListaSimpleSinCola,topBack,general,20261921,1000,100,10,1071.0,1078.75,1085.0,1090.0,1133.0,11.25,1088.2
listas,ListaSimpleSinCola,topBack,general,20270921,10000,20,10,10025.0,10087.5,10152.5,10265.0,11290.0,177.5,10266.5
listas,ListaSimpleSinCola,topBack,general,20360921,100000,20,10,103855.0,104991.25,106740.0,107245.0,114185.0,2253.75,107002.0
listas,ListaDobleConCola,topFront,general,20260931,10,2000,10,5.85,10.7,10.825,10.9875,67.7,0.2875000000000014,16.02
