familia,implementacion,metodo_comun,operacion,escenario,semilla,n,k,repeticion,total_ns,ns_por_operacion,checksum
stack,ListaSimpleSinCola,push,pushFront,general,20260932,10,2000,1,59400,29.700000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20260932,10,2000,2,93800,46.900000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20260932,10,2000,3,61100,30.550000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20260932,10,2000,4,69400,34.700000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20260932,10,2000,5,74100,37.050000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20260932,10,2000,6,69800,34.900000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20260932,10,2000,7,73400,36.700000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20260932,10,2000,8,72300,36.150000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20260932,10,2000,9,66400,33.200000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20260932,10,2000,10,75700,37.850000,-4294967296000
stack,PilaArreglo,push,push,general,20260932,10,2000,1,24600,12.300000,-4294967296000
stack,PilaArreglo,push,push,general,20260932,10,2000,2,31300,15.650000,-4294967296000
stack,PilaArreglo,push,push,general,20260932,10,2000,3,20600,10.300000,-4294967296000
stack,PilaArreglo,push,push,general,20260932,10,2000,4,17800,8.900000,-4294967296000
stack,PilaArreglo,push,push,general,20260932,10,2000,5,20700,10.350000,-4294967296000
stack,PilaArreglo,push,push,general,20260932,10,2000,6,20900,10.450000,-4294967296000
stack,PilaArreglo,push,push,general,20260932,10,2000,7,29100,14.550000,-4294967296000
stack,PilaArreglo,push,push,general,20260932,10,2000,8,10900,5.450000,-4294967296000
stack,PilaArreglo,push,push,general,20260932,10,2000,9,7700,3.850000,-4294967296000
stack,PilaArreglo,push,push,general,20260932,10,2000,10,10900,5.450000,-4294967296000
stack,ListaSimpleSinCola,pop,popFront,general,20260932,10,2000,1,27200,13.600000,8000
stack,ListaSimpleSinCola,pop,popFront,general,20260932,10,2000,2,11100,5.550000,8000
stack,ListaSimpleSinCola,pop,popFront,general,20260932,10,2000,3,15400,7.700000,8000
stack,ListaSimpleSinCola,pop,popFront,general,20260932,10,2000,4,10100,5.050000,8000
stack,ListaSimpleSinCola,pop,popFront,general,20260932,10,2000,5,11500,5.750000,8000
stack,ListaSimpleSinCola,pop,popFront,general,20260932,10,2000,6,14100,7.050000,8000
stack,ListaSimpleSinCola,pop,popFront,general,20260932,10,2000,7,18500,9.250000,8000
stack,ListaSimpleSinCola,pop,popFront,general,20260932,10,2000,8,20200,10.100000,8000
stack,ListaSimpleSinCola,pop,popFront,general,20260932,10,2000,9,16900,8.450000,8000
stack,ListaSimpleSinCola,pop,popFront,general,20260932,10,2000,10,17600,8.800000,8000
stack,PilaArreglo,pop,pop,general,20260932,10,2000,1,13000,6.500000,8000
stack,PilaArreglo,pop,pop,general,20260932,10,2000,2,13800,6.900000,8000
stack,PilaArreglo,pop,pop,general,20260932,10,2000,3,14000,7.000000,8000
stack,PilaArreglo,pop,pop,general,20260932,10,2000,4,13900,6.950000,8000
stack,PilaArreglo,pop,pop,general,20260932,10,2000,5,13800,6.900000,8000
stack,PilaArreglo,pop,pop,general,20260932,10,2000,6,12900,6.450000,8000
stack,PilaArreglo,pop,pop,general,20260932,10,2000,7,13300,6.650000,8000
stack,PilaArreglo,pop,pop,general,20260932,10,2000,8,13700,6.850000,8000
stack,PilaArreglo,pop,pop,general,20260932,10,2000,9,14600,7.300000,8000
stack,PilaArreglo,pop,pop,general,20260932,10,2000,10,13400,6.700000,8000
stack,ListaSimpleSinCola,peek,topFront,general,20260932,10,20096,1,123900,6.165406,40192
stack,ListaSimpleSinCola,peek,topFront,general,20260932,10,20096,2,128400,6.389331,40192
stack,ListaSimpleSinCola,peek,topFront,general,20260932,10,20096,3,108700,5.409037,40192
stack,ListaSimpleSinCola,peek,topFront,general,20260932,10,20096,4,106200,5.284634,40192
stack,ListaSimpleSinCola,peek,topFront,general,20260932,10,20096,5,106000,5.274682,40192
stack,ListaSimpleSinCola,peek,topFront,general,20260932,10,20096,6,105900,5.269705,40192
stack,ListaSimpleSinCola,peek,topFront,general,20260932,10,20096,7,105800,5.264729,40192
stack,ListaSimpleSinCola,peek,topFront,general,20260932,10,20096,8,107200,5.334395,40192
stack,ListaSimpleSinCola,peek,topFront,general,20260932,10,20096,9,110600,5.503583,40192
stack,ListaSimpleSinCola,peek,topFront,general,20260932,10,20096,10,106500,5.299562,40192
stack,PilaArreglo,peek,peek,general,20260932,10,20096,1,431700,21.481887,40192
stack,PilaArreglo,peek,peek,general,20260932,10,20096,2,400700,19.939291,40192
stack,PilaArreglo,peek,peek,general,20260932,10,20096,3,468800,23.328025,40192
stack,PilaArreglo,peek,peek,general,20260932,10,20096,4,402900,20.048766,40192
stack,PilaArreglo,peek,peek,general,20260932,10,20096,5,405400,20.173169,40192
stack,PilaArreglo,peek,peek,general,20260932,10,20096,6,403200,20.063694,40192
stack,PilaArreglo,peek,peek,general,20260932,10,20096,7,396900,19.750199,40192
stack,PilaArreglo,peek,peek,general,20260932,10,20096,8,400900,19.949244,40192
stack,PilaArreglo,peek,peek,general,20260932,10,20096,9,395800,19.695462,40192
stack,PilaArreglo,peek,peek,general,20260932,10,20096,10,401700,19.989053,40192
stack,ListaSimpleSinCola,delete,find+erase,base,20260932,10,2000,1,147500,73.750000,18000
stack,ListaSimpleSinCola,delete,find+erase,base,20260932,10,2000,2,148100,74.050000,18000
stack,ListaSimpleSinCola,delete,find+erase,base,20260932,10,2000,3,150000,75.000000,18000
stack,ListaSimpleSinCola,delete,find+erase,base,20260932,10,2000,4,146500,73.250000,18000
stack,ListaSimpleSinCola,delete,find+erase,base,20260932,10,2000,5,152700,76.350000,18000
stack,ListaSimpleSinCola,delete,find+erase,base,20260932,10,2000,6,145900,72.950000,18000
stack,ListaSimpleSinCola,delete,find+erase,base,20260932,10,2000,7,146700,73.350000,18000
stack,ListaSimpleSinCola,delete,find+erase,base,20260932,10,2000,8,145700,72.850000,18000
stack,ListaSimpleSinCola,delete,find+erase,base,20260932,10,2000,9,146800,73.400000,18000
stack,ListaSimpleSinCola,delete,find+erase,base,20260932,10,2000,10,146500,73.250000,18000
stack,PilaArreglo,delete,delete,base,20260932,10,2000,1,182900,91.450000,2000
stack,PilaArreglo,delete,delete,base,20260932,10,2000,2,182400,91.200000,2000
stack,PilaArreglo,delete,delete,base,20260932,10,2000,3,182700,91.350000,2000
stack,PilaArreglo,delete,delete,base,20260932,10,2000,4,183000,91.500000,2000
stack,PilaArreglo,delete,delete,base,20260932,10,2000,5,184100,92.050000,2000
stack,PilaArreglo,delete,delete,base,20260932,10,2000,6,182300,91.150000,2000
stack,PilaArreglo,delete,delete,base,20260932,10,2000,7,182200,91.100000,2000
stack,PilaArreglo,delete,delete,base,20260932,10,2000,8,184300,92.150000,2000
stack,PilaArreglo,delete,delete,base,20260932,10,2000,9,99000,49.500000,2000
stack,PilaArreglo,delete,delete,base,20260932,10,2000,10,97100,48.550000,2000
stack,ListaSimpleSinCola,size,size,general,20260932,10,20096,1,430400,21.417197,200960
stack,ListaSimpleSinCola,size,size,general,20260932,10,20096,2,434500,21.621218,200960
stack,ListaSimpleSinCola,size,size,general,20260932,10,20096,3,439000,21.845143,200960
stack,ListaSimpleSinCola,size,size,general,20260932,10,20096,4,435600,21.675955,200960
stack,ListaSimpleSinCola,size,size,general,20260932,10,20096,5,432300,21.511744,200960
stack,ListaSimpleSinCola,size,size,general,20260932,10,20096,6,433400,21.566481,200960
stack,ListaSimpleSinCola,size,size,general,20260932,10,20096,7,428700,21.332604,200960
stack,ListaSimpleSinCola,size,size,general,20260932,10,20096,8,431100,21.452030,200960
stack,ListaSimpleSinCola,size,size,general,20260932,10,20096,9,434800,21.636146,200960
stack,ListaSimpleSinCola,size,size,general,20260932,10,20096,10,435000,21.646099,200960
stack,PilaArreglo,size,size,general,20260932,10,20096,1,428500,21.322651,200960
stack,PilaArreglo,size,size,general,20260932,10,20096,2,419100,20.854896,200960
stack,PilaArreglo,size,size,general,20260932,10,20096,3,422200,21.009156,200960
stack,PilaArreglo,size,size,general,20260932,10,20096,4,426100,21.203225,200960
stack,PilaArreglo,size,size,general,20260932,10,20096,5,419100,20.854896,200960
stack,PilaArreglo,size,size,general,20260932,10,20096,6,423100,21.053941,200960
stack,PilaArreglo,size,size,general,20260932,10,20096,7,414500,20.625995,200960
stack,PilaArreglo,size,size,general,20260932,10,20096,8,75800,3.771895,200960
stack,PilaArreglo,size,size,general,20260932,10,20096,9,56200,2.796576,200960
stack,PilaArreglo,size,size,general,20260932,10,20096,10,59000,2.935908,200960
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20260932,10,20096,1,37700,1.875995,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20260932,10,20096,2,37700,1.875995,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20260932,10,20096,3,37700,1.875995,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20260932,10,20096,4,37700,1.875995,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20260932,10,20096,5,37700,1.875995,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20260932,10,20096,6,44300,2.204419,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20260932,10,20096,7,27900,1.388336,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20260932,10,20096,8,27800,1.383360,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20260932,10,20096,9,27800,1.383360,40192
stack,ListaSimpleSinCola,isEmpty,isEmpty,general,20260932,10,20096,10,27800,1.383360,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20260932,10,20096,1,77300,3.846537,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20260932,10,20096,2,73900,3.677349,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20260932,10,20096,3,78900,3.926154,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20260932,10,20096,4,40500,2.015326,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20260932,10,20096,5,40500,2.015326,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20260932,10,20096,6,40500,2.015326,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20260932,10,20096,7,40500,2.015326,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20260932,10,20096,8,40500,2.015326,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20260932,10,20096,9,40500,2.015326,40192
stack,PilaArreglo,isEmpty,isEmpty,general,20260932,10,20096,10,40500,2.015326,40192
queue,ListaSimpleConCola,enqueue,pushBack,general,20260932,10,2000,1,45500,22.750000,12000
queue,ListaSimpleConCola,enqueue,pushBack,general,20260932,10,2000,2,38800,19.400000,12000
queue,ListaSimpleConCola,enqueue,pushBack,general,20260932,10,2000,3,39900,19.950000,12000
queue,ListaSimpleConCola,enqueue,pushBack,general,20260932,10,2000,4,42300,21.150000,12000
queue,ListaSimpleConCola,enqueue,pushBack,general,20260932,10,2000,5,39800,19.900000,12000
queue,ListaSimpleConCola,enqueue,pushBack,general,20260932,10,2000,6,8600,4.300000,12000
queue,ListaSimpleConCola,enqueue,pushBack,general,20260932,10,2000,7,7900,3.950000,12000
queue,ListaSimpleConCola,enqueue,pushBack,general,20260932,10,2000,8,7400,3.700000,12000
queue,ListaSimpleConCola,enqueue,pushBack,general,20260932,10,2000,9,10300,5.150000,12000
queue,ListaSimpleConCola,enqueue,pushBack,general,20260932,10,2000,10,9400,4.700000,12000
queue,ColaArreglo,enqueue,enqueue,general,20260932,10,2000,1,21100,10.550000,12000
queue,ColaArreglo,enqueue,enqueue,general,20260932,10,2000,2,21400,10.700000,12000
queue,ColaArreglo,enqueue,enqueue,general,20260932,10,2000,3,28200,14.100000,12000
queue,ColaArreglo,enqueue,enqueue,general,20260932,10,2000,4,21400,10.700000,12000
queue,ColaArreglo,enqueue,enqueue,general,20260932,10,2000,5,22100,11.050000,12000
queue,ColaArreglo,enqueue,enqueue,general,20260932,10,2000,6,20900,10.450000,12000
queue,ColaArreglo,enqueue,enqueue,general,20260932,10,2000,7,15100,7.550000,12000
queue,ColaArreglo,enqueue,enqueue,general,20260932,10,2000,8,8200,4.100000,12000
queue,ColaArreglo,enqueue,enqueue,general,20260932,10,2000,9,6900,3.450000,12000
queue,ColaArreglo,enqueue,enqueue,general,20260932,10,2000,10,7000,3.500000,12000
queue,ListaSimpleConCola,dequeue,popFront,general,20260932,10,2000,1,8300,4.150000,24000
queue,ListaSimpleConCola,dequeue,popFront,general,20260932,10,2000,2,8200,4.100000,24000
queue,ListaSimpleConCola,dequeue,popFront,general,20260932,10,2000,3,8500,4.250000,24000
queue,ListaSimpleConCola,dequeue,popFront,general,20260932,10,2000,4,14200,7.100000,24000
queue,ListaSimpleConCola,dequeue,popFront,general,20260932,10,2000,5,16700,8.350000,24000
queue,ListaSimpleConCola,dequeue,popFront,general,20260932,10,2000,6,10700,5.350000,24000
queue,ListaSimpleConCola,dequeue,popFront,general,20260932,10,2000,7,9400,4.700000,24000
queue,ListaSimpleConCola,dequeue,popFront,general,20260932,10,2000,8,6800,3.400000,24000
queue,ListaSimpleConCola,dequeue,popFront,general,20260932,10,2000,9,6700,3.350000,24000
queue,ListaSimpleConCola,dequeue,popFront,general,20260932,10,2000,10,6400,3.200000,24000
queue,ColaArreglo,dequeue,dequeue,general,20260932,10,2000,1,10900,5.450000,24000
queue,ColaArreglo,dequeue,dequeue,general,20260932,10,2000,2,11000,5.500000,24000
queue,ColaArreglo,dequeue,dequeue,general,20260932,10,2000,3,10900,5.450000,24000
queue,ColaArreglo,dequeue,dequeue,general,20260932,10,2000,4,10900,5.450000,24000
queue,ColaArreglo,dequeue,dequeue,general,20260932,10,2000,5,10800,5.400000,24000
queue,ColaArreglo,dequeue,dequeue,general,20260932,10,2000,6,10800,5.400000,24000
queue,ColaArreglo,dequeue,dequeue,general,20260932,10,2000,7,10800,5.400000,24000
queue,ColaArreglo,dequeue,dequeue,general,20260932,10,2000,8,10900,5.450000,24000
queue,ColaArreglo,dequeue,dequeue,general,20260932,10,2000,9,10700,5.350000,24000
queue,ColaArreglo,dequeue,dequeue,general,20260932,10,2000,10,10800,5.400000,24000
queue,ListaSimpleConCola,front,topFront,general,20260932,10,20096,1,113500,5.647890,120576
queue,ListaSimpleConCola,front,topFront,general,20260932,10,20096,2,75500,3.756967,120576
queue,ListaSimpleConCola,front,topFront,general,20260932,10,20096,3,42200,2.099920,120576
queue,ListaSimpleConCola,front,topFront,general,20260932,10,20096,4,42200,2.099920,120576
queue,ListaSimpleConCola,front,topFront,general,20260932,10,20096,5,42200,2.099920,120576
queue,ListaSimpleConCola,front,topFront,general,20260932,10,20096,6,42100,2.094944,120576
queue,ListaSimpleConCola,front,topFront,general,20260932,10,20096,7,42000,2.089968,120576
queue,ListaSimpleConCola,front,topFront,general,20260932,10,20096,8,42000,2.089968,120576
queue,ListaSimpleConCola,front,topFront,general,20260932,10,20096,9,42000,2.089968,120576
queue,ListaSimpleConCola,front,topFront,general,20260932,10,20096,10,41900,2.084992,120576
queue,ColaArreglo,front,front,general,20260932,10,20096,1,124600,6.200239,120576
queue,ColaArreglo,front,front,general,20260932,10,20096,2,123300,6.135549,120576
queue,ColaArreglo,front,front,general,20260932,10,20096,3,123300,6.135549,120576
queue,ColaArreglo,front,front,general,20260932,10,20096,4,136500,6.792396,120576
queue,ColaArreglo,front,front,general,20260932,10,20096,5,129600,6.449045,120576
queue,ColaArreglo,front,front,general,20260932,10,20096,6,124100,6.175358,120576
queue,ColaArreglo,front,front,general,20260932,10,20096,7,123600,6.150478,120576
queue,ColaArreglo,front,front,general,20260932,10,20096,8,123400,6.140525,120576
queue,ColaArreglo,front,front,general,20260932,10,20096,9,123600,6.150478,120576
queue,ColaArreglo,front,front,general,20260932,10,20096,10,123900,6.165406,120576
queue,ListaSimpleConCola,delete,find+erase,final,20260932,10,2000,1,144600,72.300000,18000
queue,ListaSimpleConCola,delete,find+erase,final,20260932,10,2000,2,147800,73.900000,18000
queue,ListaSimpleConCola,delete,find+erase,final,20260932,10,2000,3,150800,75.400000,18000
queue,ListaSimpleConCola,delete,find+erase,final,20260932,10,2000,4,145800,72.900000,18000
queue,ListaSimpleConCola,delete,find+erase,final,20260932,10,2000,5,319500,159.750000,18000
queue,ListaSimpleConCola,delete,find+erase,final,20260932,10,2000,6,145500,72.750000,18000
queue,ListaSimpleConCola,delete,find+erase,final,20260932,10,2000,7,146000,73.000000,18000
queue,ListaSimpleConCola,delete,find+erase,final,20260932,10,2000,8,313700,156.850000,18000
queue,ListaSimpleConCola,delete,find+erase,final,20260932,10,2000,9,145800,72.900000,18000
queue,ListaSimpleConCola,delete,find+erase,final,20260932,10,2000,10,149400,74.700000,18000
queue,ColaArreglo,delete,delete,final,20260932,10,2000,1,148900,74.450000,2000
queue,ColaArreglo,delete,delete,final,20260932,10,2000,2,147500,73.750000,2000
queue,ColaArreglo,delete,delete,final,20260932,10,2000,3,147200,73.600000,2000
queue,ColaArreglo,delete,delete,final,20260932,10,2000,4,146900,73.450000,2000
queue,ColaArreglo,delete,delete,final,20260932,10,2000,5,146700,73.350000,2000
queue,ColaArreglo,delete,delete,final,20260932,10,2000,6,181100,90.550000,2000
queue,ColaArreglo,delete,delete,final,20260932,10,2000,7,125400,62.700000,2000
queue,ColaArreglo,delete,delete,final,20260932,10,2000,8,81200,40.600000,2000
queue,ColaArreglo,delete,delete,final,20260932,10,2000,9,82700,41.350000,2000
queue,ColaArreglo,delete,delete,final,20260932,10,2000,10,80800,40.400000,2000
queue,ListaSimpleConCola,size,size,general,20260932,10,20096,1,41400,2.060111,200960
queue,ListaSimpleConCola,size,size,general,20260932,10,20096,2,41400,2.060111,200960
queue,ListaSimpleConCola,size,size,general,20260932,10,20096,3,41300,2.055135,200960
queue,ListaSimpleConCola,size,size,general,20260932,10,20096,4,41300,2.055135,200960
queue,ListaSimpleConCola,size,size,general,20260932,10,20096,5,41300,2.055135,200960
queue,ListaSimpleConCola,size,size,general,20260932,10,20096,6,44500,2.214371,200960
queue,ListaSimpleConCola,size,size,general,20260932,10,20096,7,44800,2.229299,200960
queue,ListaSimpleConCola,size,size,general,20260932,10,20096,8,41300,2.055135,200960
queue,ListaSimpleConCola,size,size,general,20260932,10,20096,9,41300,2.055135,200960
queue,ListaSimpleConCola,size,size,general,20260932,10,20096,10,41300,2.055135,200960
queue,ColaArreglo,size,size,general,20260932,10,20096,1,66600,3.314092,200960
queue,ColaArreglo,size,size,general,20260932,10,20096,2,62500,3.110072,200960
queue,ColaArreglo,size,size,general,20260932,10,20096,3,61800,3.075239,200960
queue,ColaArreglo,size,size,general,20260932,10,20096,4,59400,2.955812,200960
queue,ColaArreglo,size,size,general,20260932,10,20096,5,59300,2.950836,200960
queue,ColaArreglo,size,size,general,20260932,10,20096,6,61100,3.040406,200960
queue,ColaArreglo,size,size,general,20260932,10,20096,7,59600,2.965764,200960
queue,ColaArreglo,size,size,general,20260932,10,20096,8,59400,2.955812,200960
queue,ColaArreglo,size,size,general,20260932,10,20096,9,60100,2.990645,200960
queue,ColaArreglo,size,size,general,20260932,10,20096,10,59500,2.960788,200960
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20260932,10,20096,1,73600,3.662420,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20260932,10,20096,2,74600,3.712182,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20260932,10,20096,3,80000,3.980892,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20260932,10,20096,4,79300,3.946059,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20260932,10,20096,5,75500,3.756967,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20260932,10,20096,6,73600,3.662420,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20260932,10,20096,7,84100,4.184912,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20260932,10,20096,8,73600,3.662420,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20260932,10,20096,9,73600,3.662420,40192
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20260932,10,20096,10,73600,3.662420,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20260932,10,20096,1,80500,4.005772,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20260932,10,20096,2,41900,2.084992,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20260932,10,20096,3,41000,2.040207,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20260932,10,20096,4,41000,2.040207,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20260932,10,20096,5,41300,2.055135,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20260932,10,20096,6,41000,2.040207,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20260932,10,20096,7,41000,2.040207,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20260932,10,20096,8,41100,2.045183,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20260932,10,20096,9,41000,2.040207,40192
queue,ColaArreglo,isEmpty,isEmpty,general,20260932,10,20096,10,41000,2.040207,40192
stack,ListaSimpleSinCola,push,pushFront,general,20261022,100,2000,1,31800,15.900000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261022,100,2000,2,31400,15.700000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261022,100,2000,3,34700,17.350000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261022,100,2000,4,28000,14.000000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261022,100,2000,5,32700,16.350000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261022,100,2000,6,44200,22.100000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261022,100,2000,7,22900,11.450000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261022,100,2000,8,31200,15.600000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261022,100,2000,9,18200,9.100000,-4294967296000
stack,ListaSimpleSinCola,push,pushFront,general,20261022,100,2000,10,23800,11.900000,-4294967296000
stack,PilaArreglo,push,push,general,20261022,100,2000,1,8700,4.350000,-4294967296000
stack,PilaArreglo,push,push,general,20261022,100,2000,2,10200,5.100000,-4294967296000
stack,PilaArreglo,push,push,general,20261022,100,2000,3,13600,6.800000,-4294967296000
stack,PilaArreglo,push,push,general,20261022,100,2000,4,7400,3.700000,-4294967296000
stack,PilaArreglo,push,push,general,20261022,100,2000,5,7200,3.600000,-4294967296000
stack,PilaArreglo,push,push,general,20261022,100,2000,6,6700,3.350000,-4294967296000
stack,PilaArreglo,push,push,general,20261022,100,2000,7,9200,4.600000,-4294967296000
stack,PilaArreglo,push,push,general,20261022,100,2000,8,8800,4.400000,-4294967296000
stack,PilaArreglo,push,push,general,20261022,100,2000,9,8200,4.100000,-4294967296000
stack,PilaArreglo,push,push,general,20261022,100,2000,10,10000,5.000000,-4294967296000
stack,ListaSimpleSinCola,pop,popFront,general,20261022,100,2000,1,37000,18.500000,44000
stack,ListaSimpleSinCola,pop,popFront,general,20261022,100,2000,2,57400,28.700000,44000
stack,ListaSimpleSinCola,pop,popFront,general,20261022,100,2000,3,34400,17.200000,44000
stack,ListaSimpleSinCola,pop,popFront,general,20261022,100,2000,4,33500,16.750000,44000
stack,ListaSimpleSinCola,pop,popFront,general,20261022,100,2000,5,36800,18.400000,44000
stack,ListaSimpleSinCola,pop,popFront,general,20261022,100,2000,6,37300,18.650000,44000
stack,ListaSimpleSinCola,pop,popFront,general,20261022,100,2000,7,28000,14.000000,44000
stack,ListaSimpleSinCola,pop,popFront,general,20261022,100,2000,8,30100,15.050000,44000
stack,ListaSimpleSinCola,pop,popFront,general,20261022,100,2000,9,30100,15.050000,44000
stack,ListaSimpleSinCola,pop,popFront,general,20261022,100,2000,10,27200,13.600000,44000
stack,PilaArreglo,pop,pop,general,20261022,100,2000,1,18900,9.450000,44000
stack,PilaArreglo,pop,pop,general,20261022,100,2000,2,11500,5.750000,44000
stack,PilaArreglo,pop,pop,general,20261022,100,2000,3,11000,5.500000,44000
stack,PilaArreglo,pop,pop,general,20261022,100,2000,4,8400,4.200000,44000
stack,PilaArreglo,pop,pop,general,20261022,100,2000,5,13900,6.950000,44000
stack,PilaArreglo,pop,pop,general,20261022,100,2000,6,9700,4.850000,44000
stack,PilaArreglo,pop,pop,general,20261022,100,2000,7,8100,4.050000,44000
stack,PilaArreglo,pop,pop,general,20261022,100,2000,8,8400,4.200000,44000
stack,PilaArreglo,pop,pop,general,20261022,100,2000,9,7700,3.850000,44000
stack,PilaArreglo,pop,pop,general,20261022,100,2000,10,9300,4.650000,44000
stack,ListaSimpleSinCola,peek,topFront,general,20261022,100,20096,1,41100,2.045183,221056
stack,ListaSimpleSinCola,peek,topFront,general,20261022,100,20096,2,41200,2.050159,221056
stack,ListaSimpleSinCola,peek,topFront,general,20261022,100,20096,3,41300,2.055135,221056
stack,ListaSimpleSinCola,peek,topFront,general,20261022,100,20096,4,41200,2.050159,221056
stack,ListaSimpleSinCola,peek,topFront,general,20261022,100,20096,5,41200,2.050159,221056
stack,ListaSimpleSinCola,peek,topFront,general,20261022,100,20096,6,41200,2.050159,221056
stack,ListaSimpleSinCola,peek,topFront,general,20261022,100,20096,7,41400,2.060111,221056
stack,ListaSimpleSinCola,peek,topFront,general,20261022,100,20096,8,41600,2.070064,221056
stack,ListaSimpleSinCola,peek,topFront,general,20261022,100,20096,9,41200,2.050159,221056
stack,ListaSimpleSinCola,peek,topFront,general,20261022,100,20096,10,41200,2.050159,221056
stack,PilaArreglo,peek,peek,general,20261022,100,20096,1,44900,2.234275,221056
stack,PilaArreglo,peek,peek,general,20261022,100,20096,2,44700,2.224323,221056
stack,PilaArreglo,peek,peek,general,20261022,100,20096,3,44900,2.234275,221056
stack,PilaArreglo,peek,peek,general,20261022,100,20096,4,44900,2.234275,221056
stack,PilaArreglo,peek,peek,general,20261022,100,20096,5,44900,2.234275,221056
stack,PilaArreglo,peek,peek,general,20261022,100,20096,6,44900,2.234275,221056
stack,PilaArreglo,peek,peek,general,20261022,100,20096,7,44800,2.229299,221056
stack,PilaArreglo,peek,peek,general,20261022,100,20096,8,45300,2.254180,221056
stack,PilaArreglo,peek,peek,general,20261022,100,20096,9,44900,2.234275,221056
stack,PilaArreglo,peek,peek,general,20261022,100,20096,10,49100,2.443272,221056
stack,ListaSimpleSinCola,delete,find+erase,base,20261022,100,2000,1,1059900,529.950000,198000
stack,ListaSimpleSinCola,delete,find+erase,base,20261022,100,2000,2,1452500,726.250000,198000
stack,ListaSimpleSinCola,delete,find+erase,base,20261022,100,2000,3,1468400,734.200000,198000
stack,ListaSimpleSinCola,delete,find+erase,base,20261022,100,2000,4,1040400,520.200000,198000
stack,ListaSimpleSinCola,delete,find+erase,base,20261022,100,2000,5,1207500,603.750000,198000
stack,ListaSimpleSinCola,delete,find+erase,base,20261022,100,2000,6,1106500,553.250000,198000
stack,ListaSimpleSinCola,delete,find+erase,base,20261022,100,2000,7,1227700,613.850000,198000
stack,ListaSimpleSinCola,delete,find+erase,base,20261022,100,2000,8,1167500,583.750000,198000
stack,ListaSimpleSinCola,delete,find+erase,base,20261022,100,2000,9,1119200,559.600000,198000
stack,ListaSimpleSinCola,delete,find+erase,base,20261022,100,2000,10,1504400,752.200000,198000
stack,PilaArreglo,delete,delete,base,20261022,100,2000,1,221600,110.800000,2000
stack,PilaArreglo,delete,delete,base,20261022,100,2000,2,222200,111.100000,2000
