familia,implementacion,metodo_comun,operacion,escenario,semilla,n,k,repeticion,total_ns,ns_por_operacion,checksum
queue,ColaArreglo,enqueue,enqueue,general,20360922,100000,2001,8,18900,9.445277,98983782
queue,ColaArreglo,enqueue,enqueue,general,20360922,100000,2001,9,18700,9.345327,98983782
queue,ColaArreglo,enqueue,enqueue,general,20360922,100000,2001,10,17900,8.945527,98983782
queue,ListaSimpleConCola,dequeue,popFront,general,20360922,100000,2001,1,17900,8.945527,197967564
queue,ListaSimpleConCola,dequeue,popFront,general,20360922,100000,2001,2,19000,9.495252,197967564
queue,ListaSimpleConCola,dequeue,popFront,general,20360922,100000,2001,3,18100,9.045477,197967564
queue,ListaSimpleConCola,dequeue,popFront,general,20360922,100000,2001,4,18500,9.245377,197967564
queue,ListaSimpleConCola,dequeue,popFront,general,20360922,100000,2001,5,17900,8.945527,197967564
queue,ListaSimpleConCola,dequeue,popFront,general,20360922,100000,2001,6,18300,9.145427,197967564
queue,ListaSimpleConCola,dequeue,popFront,general,20360922,100000,2001,7,18400,9.195402,197967564
queue,ListaSimpleConCola,dequeue,popFront,general,20360922,100000,2001,8,19500,9.745127,197967564
queue,ListaSimpleConCola,dequeue,popFront,general,20360922,100000,2001,9,28300,14.142929,197967564
queue,ListaSimpleConCola,dequeue,popFront,general,20360922,100000,2001,10,21300,10.644678,197967564
queue,ColaArreglo,dequeue,dequeue,general,20360922,100000,2001,1,21400,10.694653,197967564
queue,ColaArreglo,dequeue,dequeue,general,20360922,100000,2001,2,19100,9.545227,197967564
queue,ColaArreglo,dequeue,dequeue,general,20360922,100000,2001,3,19600,9.795102,197967564
queue,ColaArreglo,dequeue,dequeue,general,20360922,100000,2001,4,20500,10.244878,197967564
queue,ColaArreglo,dequeue,dequeue,general,20360922,100000,2001,5,19200,9.595202,197967564
queue,ColaArreglo,dequeue,dequeue,general,20360922,100000,2001,6,18000,8.995502,197967564
queue,ColaArreglo,dequeue,dequeue,general,20360922,100000,2001,7,18600,9.295352,197967564
queue,ColaArreglo,dequeue,dequeue,general,20360922,100000,2001,8,19400,9.695152,197967564
queue,ColaArreglo,dequeue,dequeue,general,20360922,100000,2001,9,18600,9.295352,197967564
queue,ColaArreglo,dequeue,dequeue,general,20360922,100000,2001,10,18600,9.295352,197967564
queue,ListaSimpleConCola,front,topFront,general,20360922,100000,20000,1,39500,1.975000,1327860000
queue,ListaSimpleConCola,front,topFront,general,20360922,100000,20000,2,39900,1.995000,1327860000
queue,ListaSimpleConCola,front,topFront,general,20360922,100000,20000,3,38400,1.920000,1327860000
queue,ListaSimpleConCola,front,topFront,general,20360922,100000,20000,4,39800,1.990000,1327860000
queue,ListaSimpleConCola,front,topFront,general,20360922,100000,20000,5,40600,2.030000,1327860000
queue,ListaSimpleConCola,front,topFront,general,20360922,100000,20000,6,40700,2.035000,1327860000
queue,ListaSimpleConCola,front,topFront,general,20360922,100000,20000,7,38600,1.930000,1327860000
queue,ListaSimpleConCola,front,topFront,general,20360922,100000,20000,8,38600,1.930000,1327860000
queue,ListaSimpleConCola,front,topFront,general,20360922,100000,20000,9,38500,1.925000,1327860000
queue,ListaSimpleConCola,front,topFront,general,20360922,100000,20000,10,38800,1.940000,1327860000
queue,ColaArreglo,front,front,general,20360922,100000,20000,1,43100,2.155000,1327860000
queue,ColaArreglo,front,front,general,20360922,100000,20000,2,42400,2.120000,1327860000
queue,ColaArreglo,front,front,general,20360922,100000,20000,3,42500,2.125000,1327860000
queue,ColaArreglo,front,front,general,20360922,100000,20000,4,42200,2.110000,1327860000
queue,ColaArreglo,front,front,general,20360922,100000,20000,5,42700,2.135000,1327860000
queue,ColaArreglo,front,front,general,20360922,100000,20000,6,44500,2.225000,1327860000
queue,ColaArreglo,front,front,general,20360922,100000,20000,7,42500,2.125000,1327860000
queue,ColaArreglo,front,front,general,20360922,100000,20000,8,43500,2.175000,1327860000
queue,ColaArreglo,front,front,general,20360922,100000,20000,9,42600,2.130000,1327860000
queue,ColaArreglo,front,front,general,20360922,100000,20000,10,43400,2.170000,1327860000
queue,ListaSimpleConCola,delete,find+erase,final,20360922,100000,3,1,753700,251233.333333,299997
queue,ListaSimpleConCola,delete,find+erase,final,20360922,100000,3,2,840200,280066.666667,299997
queue,ListaSimpleConCola,delete,find+erase,final,20360922,100000,3,3,807700,269233.333333,299997
queue,ListaSimpleConCola,delete,find+erase,final,20360922,100000,3,4,796800,265600.000000,299997
queue,ListaSimpleConCola,delete,find+erase,final,20360922,100000,3,5,841500,280500.000000,299997
queue,ListaSimpleConCola,delete,find+erase,final,20360922,100000,3,6,1656400,552133.333333,299997
queue,ListaSimpleConCola,delete,find+erase,final,20360922,100000,3,7,910000,303333.333333,299997
queue,ListaSimpleConCola,delete,find+erase,final,20360922,100000,3,8,854300,284766.666667,299997
queue,ListaSimpleConCola,delete,find+erase,final,20360922,100000,3,9,900600,300200.000000,299997
queue,ListaSimpleConCola,delete,find+erase,final,20360922,100000,3,10,785200,261733.333333,299997
queue,ColaArreglo,delete,delete,final,20360922,100000,3,1,390400,130133.333333,3
queue,ColaArreglo,delete,delete,final,20360922,100000,3,2,430800,143600.000000,3
queue,ColaArreglo,delete,delete,final,20360922,100000,3,3,394000,131333.333333,3
queue,ColaArreglo,delete,delete,final,20360922,100000,3,4,380100,126700.000000,3
queue,ColaArreglo,delete,delete,final,20360922,100000,3,5,387400,129133.333333,3
queue,ColaArreglo,delete,delete,final,20360922,100000,3,6,405500,135166.666667,3
queue,ColaArreglo,delete,delete,final,20360922,100000,3,7,381300,127100.000000,3
queue,ColaArreglo,delete,delete,final,20360922,100000,3,8,377900,125966.666667,3
queue,ColaArreglo,delete,delete,final,20360922,100000,3,9,390400,130133.333333,3
queue,ColaArreglo,delete,delete,final,20360922,100000,3,10,380700,126900.000000,3
queue,ListaSimpleConCola,size,size,general,20360922,100000,20000,1,34800,1.740000,2000000000
queue,ListaSimpleConCola,size,size,general,20360922,100000,20000,2,37700,1.885000,2000000000
queue,ListaSimpleConCola,size,size,general,20360922,100000,20000,3,37500,1.875000,2000000000
queue,ListaSimpleConCola,size,size,general,20360922,100000,20000,4,34700,1.735000,2000000000
queue,ListaSimpleConCola,size,size,general,20360922,100000,20000,5,36100,1.805000,2000000000
queue,ListaSimpleConCola,size,size,general,20360922,100000,20000,6,35400,1.770000,2000000000
queue,ListaSimpleConCola,size,size,general,20360922,100000,20000,7,37600,1.880000,2000000000
queue,ListaSimpleConCola,size,size,general,20360922,100000,20000,8,34700,1.735000,2000000000
queue,ListaSimpleConCola,size,size,general,20360922,100000,20000,9,34800,1.740000,2000000000
queue,ListaSimpleConCola,size,size,general,20360922,100000,20000,10,36800,1.840000,2000000000
queue,ColaArreglo,size,size,general,20360922,100000,20000,1,36600,1.830000,2000000000
queue,ColaArreglo,size,size,general,20360922,100000,20000,2,34900,1.745000,2000000000
queue,ColaArreglo,size,size,general,20360922,100000,20000,3,37200,1.860000,2000000000
queue,ColaArreglo,size,size,general,20360922,100000,20000,4,34900,1.745000,2000000000
queue,ColaArreglo,size,size,general,20360922,100000,20000,5,34900,1.745000,2000000000
queue,ColaArreglo,size,size,general,20360922,100000,20000,6,35000,1.750000,2000000000
queue,ColaArreglo,size,size,general,20360922,100000,20000,7,34700,1.735000,2000000000
queue,ColaArreglo,size,size,general,20360922,100000,20000,8,35000,1.750000,2000000000
queue,ColaArreglo,size,size,general,20360922,100000,20000,9,34900,1.745000,2000000000
queue,ColaArreglo,size,size,general,20360922,100000,20000,10,36600,1.830000,2000000000
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20360922,100000,20000,1,39700,1.985000,40000
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20360922,100000,20000,2,37800,1.890000,40000
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20360922,100000,20000,3,36700,1.835000,40000
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20360922,100000,20000,4,41200,2.060000,40000
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20360922,100000,20000,5,38700,1.935000,40000
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20360922,100000,20000,6,40000,2.000000,40000
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20360922,100000,20000,7,37100,1.855000,40000
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20360922,100000,20000,8,39500,1.975000,40000
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20360922,100000,20000,9,36800,1.840000,40000
queue,ListaSimpleConCola,isEmpty,isEmpty,general,20360922,100000,20000,10,38700,1.935000,40000
queue,ColaArreglo,isEmpty,isEmpty,general,20360922,100000,20000,1,37800,1.890000,40000
queue,ColaArreglo,isEmpty,isEmpty,general,20360922,100000,20000,2,37800,1.890000,40000
queue,ColaArreglo,isEmpty,isEmpty,general,20360922,100000,20000,3,37100,1.855000,40000
queue,ColaArreglo,isEmpty,isEmpty,general,20360922,100000,20000,4,39600,1.980000,40000
queue,ColaArreglo,isEmpty,isEmpty,general,20360922,100000,20000,5,37800,1.890000,40000
queue,ColaArreglo,isEmpty,isEmpty,general,20360922,100000,20000,6,37800,1.890000,40000
queue,ColaArreglo,isEmpty,isEmpty,general,20360922,100000,20000,7,38900,1.945000,40000
queue,ColaArreglo,isEmpty,isEmpty,general,20360922,100000,20000,8,36700,1.835000,40000
queue,ColaArreglo,isEmpty,isEmpty,general,20360922,100000,20000,9,38800,1.940000,40000
queue,ColaArreglo,isEmpty,isEmpty,general,20360922,100000,20000,10,36800,1.840000,40000
